date_time,traffic_volume,temp_f,precip_mm,snow_mm,weather_main,holiday,year,month,day,hour,day_name,is_weekend
2018-12-05 06:00:00,2986,9.1,0.0,0.0,Clear,None,2018,12,5,6,Wednesday,0
2018-08-09 02:00:00,2694,58.5,0.0,0.0,Clear,None,2018,8,9,2,Thursday,0
2018-05-31 01:00:00,1961,58.3,1.82,0.0,Rain,None,2018,5,31,1,Thursday,0
2018-11-05 14:00:00,2712,19.8,0.0,0.0,Clouds,None,2018,11,5,14,Monday,0
2018-02-22 15:00:00,2781,26.4,0.0,0.0,Clouds,None,2018,2,22,15,Thursday,0
2018-10-19 19:00:00,3299,13.3,0.0,0.0,Mist,None,2018,10,19,19,Friday,0
2018-05-27 10:00:00,2700,55.3,0.0,0.0,Clear,None,2018,5,27,10,Sunday,1
2018-09-29 22:00:00,2321,36.8,1.01,0.0,Rain,None,2018,9,29,22,Saturday,1
2018-04-15 19:00:00,3097,51.8,0.0,0.0,Clear,None,2018,4,15,19,Sunday,1
2018-02-11 18:00:00,3002,14.8,0.0,0.0,Clear,None,2018,2,11,18,Sunday,1
2018-03-08 09:00:00,2983,32.0,0.0,0.0,Clear,None,2018,3,8,9,Thursday,0
2018-10-03 14:00:00,2562,32.0,0.0,0.0,Clouds,None,2018,10,3,14,Wednesday,0
2018-03-31 21:00:00,2142,48.3,0.0,0.0,Clear,None,2018,3,31,21,Saturday,1
2018-10-31 21:00:00,2906,25.0,0.0,0.0,Clear,None,2018,10,31,21,Wednesday,0
2018-02-24 19:00:00,2913,15.4,0.0,0.0,Clouds,None,2018,2,24,19,Saturday,1
2018-08-14 03:00:00,2546,55.6,0.0,0.0,Mist,None,2018,8,14,3,Tuesday,0
2018-09-21 22:00:00,2325,38.0,0.71,0.0,Rain,None,2018,9,21,22,Friday,0
2018-12-20 04:00:00,2446,11.5,0.0,0.0,Clear,None,2018,12,20,4,Thursday,0
2018-09-24 10:00:00,2925,30.1,0.0,0.0,Clouds,None,2018,9,24,10,Monday,0
2018-07-25 14:00:00,2674,59.7,0.0,0.0,Clear,None,2018,7,25,14,Wednesday,0
2018-12-25 03:00:00,2549,16.3,4.86,0.0,Rain,Christmas Day,2018,12,25,3,Tuesday,0
2018-05-23 02:00:00,2431,61.6,2.69,0.0,Drizzle,None,2018,5,23,2,Wednesday,0
2018-05-25 13:00:00,2569,59.9,0.0,0.0,Clear,None,2018,5,25,13,Friday,0
2018-05-09 19:00:00,2730,50.2,0.0,0.0,Clear,None,2018,5,9,19,Wednesday,0
2018-10-22 02:00:00,2700,27.5,0.0,0.0,Clear,None,2018,10,22,2,Monday,0
2018-04-09 02:00:00,2404,43.7,0.0,0.0,Haze,None,2018,4,9,2,Monday,0
2018-05-17 05:00:00,1939,45.3,0.0,0.58,Snow,None,2018,5,17,5,Thursday,0
2018-07-30 01:00:00,2588,54.0,0.0,0.0,Clouds,None,2018,7,30,1,Monday,0
2018-10-05 00:00:00,2858,38.9,0.0,0.0,Clear,None,2018,10,5,0,Friday,0
2018-03-09 06:00:00,2748,31.7,0.0,0.0,Clear,None,2018,3,9,6,Friday,0
2018-06-05 00:00:00,2103,61.7,0.54,0.0,Thunderstorm,None,2018,6,5,0,Tuesday,0
2018-06-15 11:00:00,2472,60.5,2.44,0.0,Rain,None,2018,6,15,11,Friday,0
2018-02-16 22:00:00,2422,28.1,0.0,0.0,Clear,None,2018,2,16,22,Friday,0
2018-12-19 22:00:00,1870,18.5,0.0,0.19,Snow,None,2018,12,19,22,Wednesday,0
2018-06-01 01:00:00,2151,60.2,0.32,0.0,Thunderstorm,None,2018,6,1,1,Friday,0
2018-06-11 20:00:00,2907,50.7,0.0,0.0,Clear,None,2018,6,11,20,Monday,0
2018-05-23 05:00:00,2682,57.8,0.0,0.0,Clouds,None,2018,5,23,5,Wednesday,0
2018-07-22 04:00:00,2372,63.8,0.0,0.0,Clouds,None,2018,7,22,4,Sunday,1
2018-12-21 07:00:00,3075,-2.5,0.0,0.0,Clear,None,2018,12,21,7,Friday,0
2018-03-09 15:00:00,2669,34.3,0.0,0.0,Mist,None,2018,3,9,15,Friday,0
2018-02-18 01:00:00,1820,21.5,5.82,0.0,Thunderstorm,None,2018,2,18,1,Sunday,1
2018-02-17 17:00:00,2757,21.6,0.0,0.0,Clouds,None,2018,2,17,17,Saturday,1
2018-06-30 15:00:00,2816,68.7,2.19,0.0,Rain,None,2018,6,30,15,Saturday,1
2018-11-21 15:00:00,2889,4.0,0.0,0.0,Clear,None,2018,11,21,15,Wednesday,0
2018-01-05 11:00:00,2361,20.6,0.0,0.0,Clear,None,2018,1,5,11,Friday,0
2018-12-08 22:00:00,2680,19.2,0.0,0.0,Clear,None,2018,12,8,22,Saturday,1
2018-12-16 15:00:00,2263,7.6,1.04,0.0,Thunderstorm,None,2018,12,16,15,Sunday,1
2018-04-28 10:00:00,2875,55.6,0.0,0.0,Clear,None,2018,4,28,10,Saturday,1
2018-11-30 17:00:00,3398,7.2,0.0,0.0,Clear,None,2018,11,30,17,Friday,0
2018-06-30 04:00:00,2490,62.5,0.0,0.0,Clear,None,2018,6,30,4,Saturday,1
2018-08-25 00:00:00,2343,35.2,4.26,0.0,Rain,None,2018,8,25,0,Saturday,1
2018-08-28 20:00:00,2734,42.0,7.34,0.0,Rain,None,2018,8,28,20,Tuesday,0
2018-05-26 21:00:00,2540,58.5,0.0,0.0,Clouds,None,2018,5,26,21,Saturday,1
2018-12-10 00:00:00,2622,11.3,0.0,0.0,Clear,None,2018,12,10,0,Monday,0
2018-04-14 06:00:00,2866,51.4,0.0,0.0,Clouds,None,2018,4,14,6,Saturday,1
2018-11-03 23:00:00,2798,17.4,0.0,0.0,Clouds,None,2018,11,3,23,Saturday,1
2018-01-25 16:00:00,2636,17.2,5.26,0.0,Rain,None,2018,1,25,16,Thursday,0
2018-06-07 16:00:00,2751,58.3,0.0,0.0,Clear,None,2018,6,7,16,Thursday,0
2018-02-19 21:00:00,2540,31.4,0.0,0.0,Clouds,None,2018,2,19,21,Monday,0
2018-04-18 08:00:00,2883,52.7,0.0,0.0,Clouds,None,2018,4,18,8,Wednesday,0
2018-06-22 06:00:00,2796,62.1,0.0,0.0,Clouds,None,2018,6,22,6,Friday,0
2018-04-20 06:00:00,2591,43.9,0.0,0.0,Clouds,None,2018,4,20,6,Friday,0
2018-07-06 19:00:00,3073,65.5,0.0,0.0,Clouds,None,2018,7,6,19,Friday,0
2018-12-15 17:00:00,3106,6.6,0.0,0.0,Clear,None,2018,12,15,17,Saturday,1
2018-08-13 15:00:00,2999,55.3,0.0,0.0,Clear,None,2018,8,13,15,Monday,0
2018-05-20 10:00:00,2673,54.6,0.0,0.0,Mist,None,2018,5,20,10,Sunday,1
2018-02-01 22:00:00,2692,8.7,0.0,0.0,Clear,None,2018,2,1,22,Thursday,0
2018-12-22 23:00:00,1842,16.7,3.35,0.0,Rain,None,2018,12,22,23,Saturday,1
2018-04-13 08:00:00,3110,43.6,0.0,0.0,Clouds,None,2018,4,13,8,Friday,0
2018-12-10 06:00:00,2700,8.0,0.0,0.0,Clouds,None,2018,12,10,6,Monday,0
2018-10-28 01:00:00,2699,13.9,0.0,0.0,Clouds,None,2018,10,28,1,Sunday,1
2018-07-01 04:00:00,2369,54.6,0.0,0.0,Clouds,None,2018,7,1,4,Sunday,1
2018-01-06 11:00:00,2508,19.1,0.0,0.0,Clear,None,2018,1,6,11,Saturday,1
2018-07-15 18:00:00,2876,43.6,0.0,0.0,Clear,None,2018,7,15,18,Sunday,1
2018-08-08 17:00:00,3411,56.7,0.0,0.0,Clear,None,2018,8,8,17,Wednesday,0
2018-08-25 02:00:00,2294,47.9,0.0,0.0,Clear,None,2018,8,25,2,Saturday,1
2018-01-14 03:00:00,2415,19.3,0.0,0.0,Clear,None,2018,1,14,3,Sunday,1
2018-01-28 20:00:00,2386,19.6,0.0,0.98,Snow,None,2018,1,28,20,Sunday,1
2018-05-09 06:00:00,2755,48.6,0.0,0.0,Clouds,None,2018,5,9,6,Wednesday,0
2018-03-17 07:00:00,2256,32.2,0.0,0.0,Clouds,None,2018,3,17,7,Saturday,1
2018-09-02 09:00:00,3114,40.6,0.0,0.0,Clouds,None,2018,9,2,9,Sunday,1
2018-01-25 10:00:00,2835,23.6,0.0,0.0,Clear,None,2018,1,25,10,Thursday,0
2018-03-09 18:00:00,3042,28.2,0.0,0.0,Clear,None,2018,3,9,18,Friday,0
2018-08-31 02:00:00,2892,52.4,14.26,0.0,Drizzle,None,2018,8,31,2,Friday,0
2018-01-14 09:00:00,2512,16.9,0.0,0.0,Clouds,None,2018,1,14,9,Sunday,1
2018-05-30 13:00:00,2538,44.0,0.0,0.0,Mist,None,2018,5,30,13,Wednesday,0
2018-09-14 05:00:00,3291,42.2,0.0,0.0,Clear,None,2018,9,14,5,Friday,0
2018-01-31 13:00:00,2408,11.0,0.0,0.0,Clear,None,2018,1,31,13,Wednesday,0
2018-07-04 05:00:00,3020,63.0,0.0,0.0,Clear,Independence Day,2018,7,4,5,Wednesday,0
2018-02-17 19:00:00,2621,35.1,0.97,0.0,Rain,None,2018,2,17,19,Saturday,1
2018-06-30 22:00:00,2471,63.0,0.0,0.0,Clouds,None,2018,6,30,22,Saturday,1
2018-10-13 08:00:00,2904,30.5,0.52,0.0,Rain,None,2018,10,13,8,Saturday,1
2018-02-01 20:00:00,2862,17.2,0.0,0.0,Clear,None,2018,2,1,20,Thursday,0
2018-04-18 12:00:00,2330,46.9,0.0,0.0,Clear,None,2018,4,18,12,Wednesday,0
2018-12-26 18:00:00,3046,11.8,0.0,0.0,Clear,None,2018,12,26,18,Wednesday,0
2018-01-30 12:00:00,2528,21.1,0.0,0.0,Clear,None,2018,1,30,12,Tuesday,0
2018-11-14 11:00:00,2867,20.1,0.0,0.0,Clouds,None,2018,11,14,11,Wednesday,0
2018-11-11 16:00:00,2863,16.7,0.0,0.0,Mist,None,2018,11,11,16,Sunday,1
2018-07-18 13:00:00,2924,66.1,0.0,0.0,Clear,None,2018,7,18,13,Wednesday,0
2018-03-30 20:00:00,2344,33.9,0.0,0.0,Clouds,None,2018,3,30,20,Friday,0
2018-11-18 11:00:00,2730,5.5,0.0,0.0,Mist,None,2018,11,18,11,Sunday,1
2018-12-10 23:00:00,2487,5.3,0.0,0.0,Clear,None,2018,12,10,23,Monday,0
2018-06-11 05:00:00,2659,64.9,0.0,0.0,Clear,None,2018,6,11,5,Monday,0
2018-11-29 20:00:00,2441,-0.6,0.0,0.0,Clouds,None,2018,11,29,20,Thursday,0
