date,category,revenue,cost,profit
2024-04-25,A,3423,268,3155
2024-04-26,A,334,718,-384
2024-04-27,A,1648,1568,80
2024-04-28,A,2196,2327,-131
2024-04-29,A,4313,2117,2196
2024-04-30,A,2201,2650,-449
2024-05-01,C,1773,999,774
2024-05-02,C,2200,2245,-45
2024-05-03,C,3757,452,3305
2024-05-04,C,4753,645,4108
2024-05-05,A,3696,2464,1232
2024-05-06,C,3848,1487,2361
2024-05-07,A,3273,2899,374
2024-05-08,C,1915,1207,708
2024-05-09,B,3941,1792,2149
2024-05-10,C,2105,1356,749
2024-05-11,C,4593,122,4471
2024-05-12,A,774,530,244
2024-05-13,C,486,609,-123
2024-05-14,B,2258,794,1464
2024-05-15,A,2761,1516,1245
2024-05-16,A,2164,149,2015
2024-05-17,C,3951,1132,2819
2024-05-18,A,3353,2605,748
2024-05-19,A,4736,2355,2381
2024-05-20,A,4366,462,3904
2024-05-21,A,839,1138,-299
2024-05-22,A,1501,2692,-1191
2024-05-23,A,3359,1227,2132
2024-05-24,B,2377,2058,319
2024-05-25,C,4004,2363,1641
2024-05-26,B,4023,870,3153
2024-05-27,A,4314,711,3603
2024-05-28,A,3327,609,2718
2024-05-29,C,2931,2988,-57
2024-05-30,B,3858,1321,2537
2024-05-31,C,2612,1863,749
2024-06-01,B,2251,2965,-714
2024-06-02,A,3775,659,3116
2024-06-03,C,2845,2511,334
2024-06-04,C,3966,74,3892
2024-06-05,A,3864,2078,1786
2024-06-06,C,2322,333,1989
2024-06-07,B,2892,1522,1370
2024-06-08,B,1797,2978,-1181
2024-06-09,B,3562,350,3212
2024-06-10,B,4163,1141,3022
2024-06-11,A,1624,1080,544
2024-06-12,C,4860,866,3994
2024-06-13,B,132,132,0
2024-06-14,A,4125,1970,2155
2024-06-15,C,2666,2143,523
2024-06-16,C,2903,667,2236
2024-06-17,A,3996,2359,1637
2024-06-18,A,3809,225,3584
2024-06-19,B,819,1239,-420
2024-06-20,C,4679,2754,1925
2024-06-21,C,1072,891,181
2024-06-22,A,3818,419,3399
2024-06-23,C,4502,1868,2634
2024-06-24,B,4652,2151,2501
2024-06-25,C,2307,739,1568
2024-06-26,A,4526,1829,2697
2024-06-27,A,4420,1414,3006
2024-06-28,B,3130,1482,1648
2024-06-29,B,3675,416,3259
2024-06-30,C,3216,693,2523
2024-07-01,C,3385,2476,909
2024-07-02,A,743,122,621
2024-07-03,B,4811,1321,3490
2024-07-04,B,294,909,-615
2024-07-05,B,4096,92,4004
2024-07-06,C,588,2474,-1886
2024-07-07,B,2304,1114,1190
2024-07-08,A,2757,2267,490
2024-07-09,A,3376,2309,1067
2024-07-10,C,1202,1566,-364
2024-07-11,C,1341,2136,-795
2024-07-12,B,615,418,197
2024-07-13,C,492,2854,-2362
2024-07-14,A,730,200,530
2024-07-15,B,3816,1184,2632
2024-07-16,A,1947,1553,394
2024-07-17,B,2755,1509,1246
2024-07-18,C,1079,1120,-41
2024-07-19,B,4629,1073,3556
2024-07-20,B,3502,1648,1854
2024-07-21,A,3971,2834,1137
2024-07-22,A,377,2090,-1713
2024-07-23,B,332,1439,-1107
2024-07-24,C,1652,118,1534
2024-07-25,C,3370,2396,974
2024-07-26,A,2509,993,1516
2024-07-27,C,3612,851,2761
2024-07-28,A,125,2393,-2268
2024-07-29,C,560,2300,-1740
2024-07-30,B,3864,110,3754
2024-07-31,A,3531,995,2536
2024-08-01,A,3583,1387,2196
2024-08-02,B,2094,1234,860
2024-08-03,A,590,380,210
2024-08-04,C,1172,1601,-429
2024-08-05,C,3273,387,2886
2024-08-06,A,315,1679,-1364
2024-08-07,C,1823,1377,446
2024-08-08,A,1692,1576,116
2024-08-09,B,2706,1723,983
2024-08-10,A,258,1411,-1153
2024-08-11,B,4881,1623,3258
2024-08-12,C,3413,2736,677
2024-08-13,B,2941,324,2617
2024-08-14,C,1876,1237,639
2024-08-15,A,2152,2416,-264
2024-08-16,C,2395,2686,-291
2024-08-17,A,1796,2601,-805
2024-08-18,A,3093,2484,609
2024-08-19,B,2569,2043,526
2024-08-20,B,2046,919,1127
2024-08-21,B,3909,2930,979
2024-08-22,B,2883,1064,1819
2024-08-23,C,3744,1961,1783
2024-08-24,C,2600,652,1948
2024-08-25,C,3745,1849,1896
2024-08-26,A,2745,740,2005
2024-08-27,C,2449,543,1906
2024-08-28,C,2032,539,1493
2024-08-29,C,3394,2818,576
2024-08-30,B,1857,2606,-749
2024-08-31,C,1216,439,777
2024-09-01,A,2667,344,2323
2024-09-02,B,3599,1442,2157
2024-09-03,A,592,2893,-2301
2024-09-04,C,3406,2962,444
2024-09-05,B,719,1767,-1048
2024-09-06,A,3332,2646,686
2024-09-07,C,3923,698,3225
2024-09-08,A,2480,1923,557
2024-09-09,A,1646,617,1029
2024-09-10,A,3663,2950,713
2024-09-11,C,1705,2867,-1162
2024-09-12,C,3852,494,3358
2024-09-13,A,4775,412,4363
2024-09-14,B,1990,2220,-230
2024-09-15,B,1375,1261,114
2024-09-16,C,2843,791,2052
2024-09-17,C,2593,2091,502
2024-09-18,C,456,729,-273
2024-09-19,C,969,2517,-1548
2024-09-20,C,985,1692,-707
2024-09-21,B,2101,1622,479
2024-09-22,C,1383,1408,-25
2024-09-23,A,719,2189,-1470
2024-09-24,A,982,112,870
2024-09-25,B,896,2609,-1713
2024-09-26,A,3742,1212,2530
2024-09-27,B,3525,1278,2247
2024-09-28,B,1396,2869,-1473
2024-09-29,A,4814,305,4509
2024-09-30,C,344,184,160
2024-10-01,A,2995,924,2071
2024-10-02,A,1029,871,158
2024-10-03,B,619,2185,-1566
2024-10-04,A,3312,872,2440
2024-10-05,B,2509,1023,1486
2024-10-06,C,107,1827,-1720
2024-10-07,C,2625,170,2455
2024-10-08,C,3523,1687,1836
2024-10-09,A,2119,1414,705
2024-10-10,B,4690,1057,3633
2024-10-11,C,4382,974,3408
2024-10-12,B,3767,694,3073
2024-10-13,B,3771,2082,1689
2024-10-14,C,2901,2811,90
2024-10-15,C,185,2957,-2772
2024-10-16,B,3215,2118,1097
2024-10-17,C,4332,291,4041
2024-10-18,B,2568,2552,16
2024-10-19,B,3719,2718,1001
2024-10-20,C,1736,2400,-664
2024-10-21,A,3683,1669,2014
2024-10-22,C,4109,852,3257
2024-10-23,A,3426,1013,2413
2024-10-24,B,2318,118,2200
2024-10-25,B,2317,1202,1115
2024-10-26,A,2469,245,2224
2024-10-27,B,3738,2237,1501
2024-10-28,A,2603,2380,223
2024-10-29,A,1043,2409,-1366
2024-10-30,B,2937,795,2142
2024-10-31,A,2760,1738,1022
2024-11-01,C,3036,326,2710
2024-11-02,C,4544,110,4434
2024-11-03,B,4047,1963,2084
2024-11-04,B,1776,2149,-373
2024-11-05,A,1296,2250,-954
2024-11-06,A,4205,1822,2383
2024-11-07,A,2887,1384,1503
2024-11-08,A,1561,1887,-326
2024-11-09,C,3418,2641,777
2024-11-10,C,766,616,150
2024-11-11,B,2276,1621,655
2024-11-12,A,3843,671,3172
2024-11-13,A,700,2075,-1375
2024-11-14,B,2752,1250,1502
2024-11-15,A,4522,363,4159
2024-11-16,A,3924,2904,1020
2024-11-17,A,4006,2945,1061
2024-11-18,A,1079,2194,-1115
2024-11-19,A,2551,2978,-427
2024-11-20,B,728,1286,-558
2024-11-21,A,1729,2926,-1197
2024-11-22,B,3796,186,3610
2024-11-23,A,3530,1079,2451
2024-11-24,C,3774,2206,1568
2024-11-25,C,4029,2644,1385
2024-11-26,C,2865,711,2154
2024-11-27,C,4469,2522,1947
2024-11-28,B,4880,2727,2153
2024-11-29,B,215,2358,-2143
2024-11-30,A,2103,136,1967
2024-12-01,C,792,2562,-1770
2024-12-02,B,3262,2173,1089
2024-12-03,A,1205,2568,-1363
2024-12-04,A,3108,2511,597
2024-12-05,B,2261,2922,-661
2024-12-06,C,253,2992,-2739
2024-12-07,A,3799,2823,976
2024-12-08,C,4510,2554,1956
2024-12-09,C,3886,1358,2528
2024-12-10,C,1164,1750,-586
2024-12-11,A,4300,2750,1550
2024-12-12,C,2013,2769,-756
2024-12-13,A,1316,544,772
2024-12-14,C,2501,1697,804
2024-12-15,A,1872,1992,-120
2024-12-16,C,2060,1118,942
2024-12-17,B,2880,1474,1406
2024-12-18,C,4904,646,4258
2024-12-19,C,4846,499,4347
2024-12-20,A,2971,534,2437
2024-12-21,A,760,695,65
2024-12-22,C,2735,2717,18
2024-12-23,B,2429,1679,750
2024-12-24,B,4054,711,3343
2024-12-25,A,2550,807,1743
2024-12-26,B,1232,338,894
2024-12-27,C,799,770,29
2024-12-28,A,2138,687,1451
2024-12-29,C,4747,2332,2415
2024-12-30,A,4600,2513,2087
2024-12-31,A,4657,548,4109
2025-01-01,A,2279,683,1596
2025-01-02,A,2938,1723,1215
2025-01-03,B,973,2080,-1107
2025-01-04,C,183,164,19
2025-01-05,C,1522,723,799
2025-01-06,C,2775,1786,989
2025-01-07,A,3280,1307,1973
2025-01-08,B,4416,2303,2113
2025-01-09,C,4075,2344,1731
2025-01-10,B,1491,2855,-1364
2025-01-11,A,3318,196,3122
2025-01-12,C,4307,2215,2092
2025-01-13,B,714,461,253
2025-01-14,A,3071,1737,1334
2025-01-15,B,3665,2460,1205
2025-01-16,C,3676,1582,2094
2025-01-17,C,4670,186,4484
2025-01-18,A,370,68,302
2025-01-19,A,4166,2292,1874
2025-01-20,A,2568,2427,141
2025-01-21,B,1490,2009,-519
2025-01-22,B,3454,2272,1182
2025-01-23,B,4235,1051,3184
2025-01-24,A,3707,498,3209
2025-01-25,C,2683,1998,685
2025-01-26,C,4173,995,3178
2025-01-27,B,3175,1427,1748
2025-01-28,B,4006,1572,2434
2025-01-29,C,389,190,199
2025-01-30,C,2580,2855,-275
2025-01-31,B,3352,1970,1382
2025-02-01,B,378,142,236
2025-02-02,C,3024,288,2736
2025-02-03,A,680,254,426
2025-02-04,B,353,2657,-2304
2025-02-05,C,4376,1506,2870
2025-02-06,C,4876,294,4582
2025-02-07,C,924,881,43
2025-02-08,C,3932,344,3588
2025-02-09,A,799,2737,-1938
2025-02-10,C,1480,905,575
2025-02-11,B,3996,2114,1882
2025-02-12,A,1773,120,1653
2025-02-13,C,2827,1342,1485
2025-02-14,A,3256,1398,1858
2025-02-15,B,3488,354,3134
2025-02-16,C,4407,1080,3327
2025-02-17,B,483,1387,-904
2025-02-18,C,441,866,-425
2025-02-19,C,2087,1176,911
2025-02-20,C,4159,870,3289
2025-02-21,C,3209,242,2967
2025-02-22,C,4182,1826,2356
2025-02-23,A,4615,578,4037
2025-02-24,C,2898,2268,630
2025-02-25,C,3340,300,3040
2025-02-26,A,2088,1838,250
2025-02-27,A,3514,2638,876
2025-02-28,A,1949,2076,-127
2025-03-01,A,405,2513,-2108
2025-03-02,A,3713,2891,822
2025-03-03,A,2849,1453,1396
2025-03-04,C,1235,1217,18
2025-03-05,C,305,2122,-1817
2025-03-06,B,4691,2765,1926
2025-03-07,C,3550,1146,2404
2025-03-08,C,3911,2729,1182
2025-03-09,A,3722,1897,1825
2025-03-10,A,3699,554,3145
2025-03-11,C,2651,1671,980
2025-03-12,B,4408,2433,1975
2025-03-13,A,409,2522,-2113
2025-03-14,C,2808,2596,212
2025-03-15,C,2091,1437,654
2025-03-16,B,371,2727,-2356
2025-03-17,B,3742,1272,2470
2025-03-18,A,4186,767,3419
2025-03-19,B,1922,388,1534
2025-03-20,C,3373,708,2665
2025-03-21,C,4638,1011,3627
2025-03-22,B,4449,478,3971
2025-03-23,B,620,948,-328
2025-03-24,B,1076,188,888
2025-03-25,B,3822,591,3231
2025-03-26,A,3651,2154,1497
2025-03-27,B,4205,1305,2900
2025-03-28,A,2873,2755,118
2025-03-29,C,2652,2532,120
2025-03-30,B,2932,433,2499
2025-03-31,A,4007,2657,1350
2025-04-01,B,252,243,9
2025-04-02,C,3064,2631,433
2025-04-03,C,3016,2615,401
2025-04-04,C,2900,2813,87
2025-04-05,B,1852,2848,-996
2025-04-06,B,2710,2282,428
2025-04-07,A,3975,1945,2030
2025-04-08,C,1204,2389,-1185
2025-04-09,B,2636,781,1855
2025-04-10,C,4299,2213,2086
2025-04-11,C,3954,2922,1032
2025-04-12,A,3594,734,2860
2025-04-13,A,2014,131,1883
2025-04-14,A,3172,2931,241
2025-04-15,A,1106,2430,-1324
2025-04-16,C,506,2654,-2148
2025-04-17,A,266,2432,-2166
2025-04-18,A,608,581,27
2025-04-19,A,1761,2033,-272
2025-04-20,A,3764,270,3494
2025-04-21,C,3589,684,2905
2025-04-22,A,4958,1819,3139
2025-04-23,C,780,2420,-1640
2025-04-24,B,2624,1924,700
2025-04-25,C,2220,52,2168
2025-04-26,C,4777,1767,3010
2025-04-27,A,4457,255,4202
2025-04-28,B,1463,1905,-442
2025-04-29,B,1431,89,1342
2025-04-30,B,2392,2156,236
2025-05-01,B,1638,2671,-1033
2025-05-02,C,3508,693,2815
2025-05-03,B,660,1580,-920
2025-05-04,C,1199,1957,-758
2025-05-05,C,2003,2940,-937
2025-05-06,C,274,2716,-2442
2025-05-07,B,2256,2193,63
2025-05-08,A,2330,947,1383
2025-05-09,A,4387,1135,3252
2025-05-10,B,4260,1329,2931
2025-05-11,A,4020,2658,1362
2025-05-12,A,1597,2445,-848
2025-05-13,C,3954,720,3234
2025-05-14,C,3271,1555,1716
