date_time,traffic_volume,temp_f,precip_mm,snow_mm,weather_main,holiday
2018-10-18 07:00:00,3261.0,20.0,0.0,0.0,Clear,None
2018-05-23 20:00:00,2632.0,57.0,0.0,0.0,Clouds,None
2018-10-26 07:00:00,3142.0,19.4,3.48,0.0,Rain,None
2018-07-21 04:00:00,2354.0,48.4,0.0,0.0,Clouds,None
2018-08-12 19:00:00,3044.0,46.4,0.0,0.0,Haze,None
2018-05-18 11:00:00,2633.0,52.5,0.0,0.0,Clear,None
2018-12-14 01:00:00,2491.0,11.9,4.17,0.0,Drizzle,None
2018-10-05 21:00:00,2727.0,31.0,0.0,0.0,Clear,None
2018-05-18 02:00:00,2429.0,53.1,7.66,0.0,Rain,None
2018-05-11 11:00:00,2524.0,65.4,0.43,0.0,Drizzle,None
2018-03-09 09:00:00,2885.0,31.4,0.0,0.0,Clouds,None
2018-03-30 15:00:00,2790.0,39.1,0.0,0.0,Clouds,None
2018-07-09 14:00:00,2808.0,60.1,0.0,0.0,Clear,None
2018-09-23 20:00:00,1963.0,,0.0,0.63,Snow,None
2018-03-25 10:00:00,2043.0,39.3,2.81,0.0,Rain,None
2018-08-08 03:00:00,3046.0,60.5,0.0,0.0,Clear,None
2018-02-13 02:00:00,2343.0,19.1,0.0,0.0,Mist,None
2018-07-04 12:00:00,3068.0,57.9,0.0,0.0,Clouds,Independence Day
2018-06-20 21:00:00,2300.0,59.9,0.0,0.0,Clouds,None
2018-10-03 20:00:00,3080.0,34.4,0.0,0.0,Clear,None
2018-05-25 04:00:00,2530.0,,0.0,0.0,Clouds,None
2018-03-25 00:00:00,1916.0,41.0,3.38,0.0,Rain,None
2018-09-14 03:00:00,2721.0,44.4,0.0,0.0,Clouds,None
2018-12-15 14:00:00,2495.0,-7.5,0.0,0.0,,None
2018-01-11 08:00:00,3078.0,5.0,0.0,0.0,Clear,None
2018-07-10 01:00:00,2546.0,53.3,0.0,0.0,Clear,None
2018-11-06 10:00:00,3138.0,18.3,0.0,0.0,Clouds,None
2018-02-25 19:00:00,2785.0,29.2,0.0,0.0,Clear,None
2018-03-14 00:00:00,2058.0,21.0,0.3,0.0,Thunderstorm,None
2018-08-19 07:00:00,2941.0,47.5,1.75,0.0,Drizzle,None
2018-07-06 16:00:00,2900.0,50.7,0.0,0.0,Clouds,None
2018-03-30 19:00:00,2737.0,43.9,0.0,0.0,Clouds,None
2018-12-12 17:00:00,2867.0,15.8,0.0,0.0,Mist,None
2018-02-25 10:00:00,2217.0,29.5,0.0,0.0,Clear,None
2018-06-04 12:00:00,2811.0,58.4,0.0,0.0,Clouds,None
2018-03-07 15:00:00,2228.0,34.2,0.0,0.22,Snow,None
2018-06-08 23:00:00,2259.0,50.0,0.0,0.0,Clouds,None
2018-06-03 12:00:00,1968.0,60.2,0.0,1.72,Snow,None
2018-01-10 06:00:00,2798.0,5.2,0.0,0.0,Mist,None
2018-02-28 10:00:00,2808.0,38.9,0.0,0.0,Clouds,None
2018-01-22 14:00:00,3003.0,14.6,0.0,0.0,Clear,None
2018-02-23 15:00:00,2691.0,30.2,0.0,0.0,Clouds,None
2018-05-01 21:00:00,2344.0,50.0,0.0,0.0,Clear,None
2018-07-26 08:00:00,3292.0,54.2,2.88,0.0,Drizzle,None
2018-12-04 12:00:00,2955.0,10.1,0.0,0.0,Clouds,None
2018-07-14 16:00:00,2966.0,59.2,0.0,0.0,Haze,None
2018-07-14 07:00:00,3005.0,51.8,2.69,0.0,Rain,None
2018-01-04 21:00:00,2569.0,7.7,0.0,0.0,Clouds,None
2018-12-22 05:00:00,2881.0,9.1,0.0,0.0,Clear,None
2018-06-16 19:00:00,2412.0,74.5,0.0,0.0,Clear,None
2018-01-30 04:00:00,2318.0,15.8,0.0,0.0,Clear,None
2018-07-18 20:00:00,2486.0,55.8,0.0,0.0,Mist,None
2018-05-12 06:00:00,2570.0,40.9,0.0,0.0,Clear,None
2018-10-29 08:00:00,3520.0,27.7,0.0,0.0,Mist,None
2018-07-19 10:00:00,2892.0,49.9,0.0,0.0,Clear,None
2018-02-15 04:00:00,2096.0,28.3,0.0,0.0,Clouds,None
2018-12-12 18:00:00,3261.0,10.4,0.0,0.0,Clouds,None
2018-10-03 13:00:00,2771.0,38.4,0.0,0.0,Clear,None
2018-04-03 15:00:00,2809.0,33.1,0.0,0.0,Clouds,None
2018-08-18 12:00:00,2759.0,52.0,0.0,0.0,Clouds,None
2018-12-29 02:00:00,2420.0,13.1,0.0,0.0,Clear,None
2018-09-06 22:00:00,2657.0,32.1,5.3,0.0,Drizzle,None
2018-03-14 04:00:00,1808.0,35.7,4.87,0.0,Thunderstorm,None
2018-10-06 04:00:00,2385.0,20.8,0.0,0.0,Clouds,None
2018-01-25 06:00:00,2503.0,21.6,0.0,0.0,Mist,None
2018-01-09 20:00:00,2200.0,8.2,1.64,0.0,Rain,None
2018-07-30 04:00:00,2650.0,61.1,0.0,0.0,Clouds,None
2018-01-26 23:00:00,2292.0,10.4,0.0,0.0,Clouds,None
2018-12-05 23:00:00,2184.0,7.1,0.0,0.0,Clouds,None
2018-05-25 17:00:00,3060.0,63.5,0.0,0.0,Clouds,None
2018-06-12 04:00:00,2344.0,71.1,0.0,0.0,Clear,None
2018-12-25 13:00:00,2893.0,15.1,0.0,0.0,Clouds,Christmas Day
2018-08-21 22:00:00,2428.0,46.1,5.96,0.0,Rain,None
2018-01-04 23:00:00,2368.0,6.7,0.0,0.0,Clear,None
2018-06-14 05:00:00,2733.0,59.2,0.0,0.0,,None
2018-09-21 00:00:00,2580.0,42.6,0.0,0.0,Clouds,None
2018-09-06 15:00:00,3108.0,39.8,0.0,0.0,Clear,None
2018-03-02 12:00:00,2232.0,19.1,1.42,0.0,,None
2018-03-14 11:00:00,2501.0,44.8,0.0,0.0,Clouds,None
2018-10-11 00:00:00,2668.0,32.2,0.0,0.0,Clear,None
2018-04-07 00:00:00,1896.0,37.4,0.7,0.0,Thunderstorm,None
2018-11-12 21:00:00,2829.0,16.0,0.0,0.0,Clouds,None
2018-11-06 20:00:00,2712.0,22.3,0.0,0.0,Clear,None
2018-04-26 17:00:00,2886.0,49.4,0.0,0.0,Clear,None
2018-06-20 04:00:00,2706.0,57.8,0.0,0.0,Clear,None
2018-08-12 21:00:00,2604.0,42.4,0.69,0.0,Drizzle,None
2018-12-11 09:00:00,2864.0,11.1,0.0,0.0,Mist,None
2018-12-18 12:00:00,2695.0,15.5,0.0,0.0,Clouds,None
2018-04-06 23:00:00,2530.0,37.3,0.0,0.0,Clouds,None
2018-01-22 07:00:00,2747.0,18.6,0.33,0.0,Rain,None
2018-02-12 10:00:00,2722.0,29.2,0.0,0.0,Clear,None
2018-03-13 16:00:00,2744.0,29.1,0.0,0.0,Clouds,None
2018-05-15 15:00:00,2665.0,55.9,0.0,0.0,Clouds,None
2018-05-07 21:00:00,2283.0,50.3,0.0,0.0,Clouds,None
2018-04-04 01:00:00,2606.0,42.7,0.0,0.0,Clear,None
2018-08-04 13:00:00,2614.0,58.4,0.0,0.0,Clouds,None
2018-07-15 14:00:00,2174.0,61.8,0.0,2.28,Snow,None
2018-07-11 22:00:00,2164.0,57.0,2.15,0.0,Drizzle,None
2018-05-18 07:00:00,3054.0,54.1,0.0,0.0,Clear,None
2018-02-17 05:00:00,2545.0,32.9,0.0,0.0,Clear,None
2018-01-19 15:00:00,2398.0,8.0,1.55,0.0,Thunderstorm,None
2018-07-02 11:00:00,2318.0,64.0,1.54,0.0,Rain,None
2018-12-07 23:00:00,2945.0,2.9,0.0,0.0,Clear,None
2018-07-10 02:00:00,,63.1,0.0,0.0,Clouds,None
2018-08-20 10:00:00,3211.0,47.5,0.0,0.0,Clouds,None
2018-02-19 19:00:00,2796.0,18.2,0.0,0.0,Clouds,None
2018-07-29 11:00:00,2033.0,58.1,0.0,0.9,Snow,None
2018-08-28 07:00:00,3237.0,28.4,0.0,0.0,Clouds,None
2018-05-01 17:00:00,3124.0,51.2,0.0,0.0,Clear,None
2018-10-04 07:00:00,3104.0,33.5,6.43,0.0,Drizzle,None
2018-12-28 12:00:00,2657.0,16.7,0.0,0.0,Clouds,None
2018-02-13 23:00:00,2135.0,22.2,0.0,0.0,Clear,None
2018-03-06 14:00:00,2571.0,27.3,2.91,0.0,Rain,None
2018-09-22 12:00:00,2633.0,45.0,0.43,0.0,Drizzle,None
2018-02-11 10:00:00,2651.0,19.2,0.0,0.0,Clear,None
2018-09-22 11:00:00,2562.0,31.9,3.02,0.0,Rain,None
2018-02-16 19:00:00,2707.0,18.1,3.52,0.0,Drizzle,None
2018-05-22 12:00:00,2657.0,60.5,0.0,0.0,Haze,None
2018-01-08 01:00:00,2153.0,10.4,0.0,0.0,Clear,None
2018-05-29 18:00:00,2985.0,48.6,0.0,0.0,Clear,None
2018-01-30 22:00:00,2475.0,12.6,1.85,0.0,Rain,None
2018-09-26 06:00:00,3151.0,38.8,0.0,0.0,Clear,None
2018-07-01 09:00:00,2903.0,62.1,0.0,0.0,Clouds,None
2018-10-10 10:00:00,3198.0,31.3,0.0,0.0,Mist,None
2018-04-26 06:00:00,2832.0,44.6,0.0,0.0,Mist,None
2018-06-30 02:00:00,2210.0,60.9,0.0,0.0,Clear,None
2018-11-14 08:00:00,3421.0,26.3,0.0,0.0,Clouds,None
2018-06-12 21:00:00,2620.0,50.0,0.56,0.0,Rain,None
2018-09-25 19:00:00,3107.0,30.5,0.0,0.0,Clear,None
2018-09-08 09:00:00,3541.0,33.0,0.0,0.0,Clear,None
2018-06-25 20:00:00,2777.0,52.3,0.0,0.0,Clear,None
2018-09-08 11:00:00,2617.0,40.0,0.0,0.0,Mist,None
2018-12-05 06:00:00,2986.0,9.1,0.0,0.0,Clear,None
2018-08-09 02:00:00,2694.0,58.5,0.0,0.0,Clear,None
2018-05-31 01:00:00,1961.0,58.3,1.82,0.0,Rain,None
2018-11-05 14:00:00,2712.0,19.8,0.0,0.0,Clouds,None
2018-02-22 15:00:00,2781.0,26.4,0.0,0.0,Clouds,None
2018-10-19 19:00:00,3299.0,13.3,0.0,0.0,Mist,None
2018-05-27 10:00:00,2700.0,55.3,0.0,0.0,Clear,None
2018-09-29 22:00:00,2321.0,36.8,1.01,0.0,Rain,None
2018-04-15 19:00:00,3097.0,51.8,0.0,0.0,Clear,None
2018-02-11 18:00:00,3002.0,14.8,0.0,0.0,Clear,None
2018-03-08 09:00:00,2983.0,32.0,0.0,0.0,Clear,None
2018-10-03 14:00:00,,32.0,0.0,0.0,Clouds,None
2018-03-31 21:00:00,2142.0,48.3,0.0,0.0,Clear,None
2018-10-31 21:00:00,2906.0,25.0,0.0,0.0,Clear,None
2018-02-24 19:00:00,2913.0,15.4,0.0,0.0,Clouds,None
2018-08-14 03:00:00,2546.0,55.6,0.0,0.0,Mist,None
2018-09-21 22:00:00,2325.0,38.0,0.71,0.0,Rain,None
2018-12-20 04:00:00,2446.0,11.5,0.0,0.0,Clear,None
2018-09-24 10:00:00,2925.0,30.1,0.0,0.0,Clouds,None
2018-07-25 14:00:00,2674.0,59.7,0.0,0.0,Clear,None
2018-12-25 03:00:00,2549.0,16.3,4.86,0.0,Rain,Christmas Day
2018-05-23 02:00:00,2431.0,61.6,2.69,0.0,Drizzle,None
2018-05-25 13:00:00,2569.0,59.9,0.0,0.0,Clear,None
2018-05-09 19:00:00,2730.0,50.2,0.0,0.0,Clear,None
2018-10-22 02:00:00,2700.0,27.5,0.0,0.0,Clear,None
2018-04-09 02:00:00,2404.0,43.7,0.0,0.0,Haze,None
2018-05-17 05:00:00,1939.0,45.3,0.0,0.58,Snow,None
2018-07-30 01:00:00,2588.0,54.0,0.0,0.0,Clouds,None
2018-10-05 00:00:00,2858.0,38.9,0.0,0.0,Clear,None
2018-03-09 06:00:00,2748.0,31.7,0.0,0.0,Clear,None
2018-06-05 00:00:00,2103.0,61.7,0.54,0.0,Thunderstorm,None
2018-06-15 11:00:00,2472.0,60.5,2.44,0.0,Rain,None
2018-02-16 22:00:00,2422.0,28.1,0.0,0.0,Clear,None
2018-12-19 22:00:00,1870.0,18.5,0.0,0.19,Snow,None
2018-06-01 01:00:00,2151.0,60.2,0.32,0.0,Thunderstorm,None
2018-06-11 20:00:00,2907.0,50.7,0.0,0.0,Clear,None
2018-05-23 05:00:00,2682.0,57.8,0.0,0.0,Clouds,None
2018-07-22 04:00:00,2372.0,63.8,0.0,0.0,Clouds,None
2018-12-21 07:00:00,3075.0,-2.5,0.0,0.0,Clear,None
2018-03-09 15:00:00,2669.0,34.3,0.0,0.0,Mist,None
2018-02-18 01:00:00,1820.0,21.5,5.82,0.0,Thunderstorm,None
2018-02-17 17:00:00,2757.0,21.6,0.0,0.0,Clouds,None
2018-06-30 15:00:00,2816.0,68.7,2.19,0.0,Rain,None
2018-11-21 15:00:00,2889.0,4.0,0.0,0.0,Clear,None
2018-01-05 11:00:00,2361.0,20.6,0.0,0.0,Clear,None
2018-12-08 22:00:00,2680.0,19.2,0.0,0.0,Clear,None
2018-12-16 15:00:00,2263.0,7.6,1.04,0.0,Thunderstorm,None
2018-04-28 10:00:00,2875.0,55.6,0.0,0.0,Clear,None
2018-11-30 17:00:00,3398.0,7.2,0.0,0.0,Clear,None
2018-06-30 04:00:00,2490.0,62.5,0.0,0.0,Clear,None
2018-08-25 00:00:00,2343.0,,4.26,0.0,Rain,None
2018-08-28 20:00:00,2734.0,42.0,7.34,0.0,Rain,None
2018-05-26 21:00:00,2540.0,58.5,0.0,0.0,Clouds,None
2018-12-10 00:00:00,2622.0,11.3,0.0,0.0,Clear,None
2018-04-14 06:00:00,2866.0,51.4,0.0,0.0,Clouds,None
2018-11-03 23:00:00,2798.0,17.4,0.0,0.0,Clouds,None
2018-01-25 16:00:00,2636.0,17.2,5.26,0.0,Rain,None
2018-06-07 16:00:00,2751.0,58.3,0.0,0.0,Clear,None
2018-02-19 21:00:00,2540.0,31.4,0.0,0.0,Clouds,None
2018-04-18 08:00:00,2883.0,52.7,0.0,0.0,Clouds,None
2018-06-22 06:00:00,2796.0,62.1,0.0,0.0,Clouds,None
2018-04-20 06:00:00,2591.0,43.9,0.0,0.0,Clouds,None
2018-07-06 19:00:00,3073.0,65.5,0.0,0.0,Clouds,None
2018-12-15 17:00:00,3106.0,6.6,0.0,0.0,Clear,None
2018-08-13 15:00:00,2999.0,55.3,0.0,0.0,Clear,None
2018-05-20 10:00:00,2673.0,54.6,0.0,0.0,Mist,None
2018-02-01 22:00:00,2692.0,8.7,0.0,0.0,Clear,None
2018-12-22 23:00:00,1842.0,16.7,3.35,0.0,Rain,None
2018-04-13 08:00:00,3110.0,43.6,0.0,0.0,Clouds,None
2018-12-10 06:00:00,2700.0,8.0,0.0,0.0,Clouds,None
2018-10-28 01:00:00,2699.0,13.9,0.0,0.0,Clouds,None
2018-07-01 04:00:00,2369.0,54.6,0.0,0.0,Clouds,None
2018-01-06 11:00:00,2508.0,19.1,0.0,0.0,Clear,None
2018-07-15 18:00:00,2876.0,43.6,0.0,0.0,Clear,None
2018-08-08 17:00:00,3411.0,56.7,0.0,0.0,Clear,None
2018-08-25 02:00:00,2294.0,47.9,0.0,0.0,Clear,None
2018-01-14 03:00:00,2415.0,19.3,0.0,0.0,Clear,None
2018-01-28 20:00:00,2386.0,19.6,0.0,0.98,Snow,None
2018-05-09 06:00:00,2755.0,48.6,0.0,0.0,Clouds,None
2018-03-17 07:00:00,2256.0,32.2,0.0,0.0,Clouds,None
2018-09-02 09:00:00,3114.0,40.6,0.0,0.0,Clouds,None
2018-01-25 10:00:00,2835.0,23.6,0.0,0.0,Clear,None
2018-03-09 18:00:00,3042.0,28.2,0.0,0.0,Clear,None
2018-08-31 02:00:00,2892.0,52.4,14.26,0.0,Drizzle,None
2018-01-14 09:00:00,2512.0,16.9,0.0,0.0,Clouds,None
2018-05-30 13:00:00,2538.0,44.0,0.0,0.0,Mist,None
2018-09-14 05:00:00,3291.0,42.2,0.0,0.0,Clear,None
2018-01-31 13:00:00,2408.0,11.0,0.0,0.0,Clear,None
2018-07-04 05:00:00,3020.0,63.0,0.0,0.0,Clear,Independence Day
2018-02-17 19:00:00,2621.0,35.1,0.97,0.0,Rain,None
2018-06-30 22:00:00,2471.0,63.0,0.0,0.0,Clouds,None
2018-10-13 08:00:00,2904.0,30.5,0.52,0.0,Rain,None
2018-02-01 20:00:00,2862.0,17.2,0.0,0.0,Clear,None
2018-04-18 12:00:00,2330.0,46.9,0.0,0.0,Clear,None
2018-12-26 18:00:00,3046.0,11.8,0.0,0.0,Clear,None
2018-01-30 12:00:00,2528.0,21.1,0.0,0.0,Clear,None
2018-11-14 11:00:00,2867.0,20.1,0.0,0.0,Clouds,None
2018-11-11 16:00:00,2863.0,16.7,0.0,0.0,Mist,None
2018-07-18 13:00:00,2924.0,66.1,0.0,0.0,,None
2018-03-30 20:00:00,2344.0,33.9,0.0,0.0,Clouds,None
2018-11-18 11:00:00,2730.0,5.5,0.0,0.0,Mist,None
2018-12-10 23:00:00,2487.0,5.3,0.0,0.0,Clear,None
2018-06-11 05:00:00,2659.0,64.9,0.0,0.0,Clear,None
2018-11-29 20:00:00,2441.0,-0.6,0.0,0.0,Clouds,None
2018-08-21 04:00:00,2869.0,46.6,0.0,0.0,Clear,None
2018-07-12 11:00:00,2758.0,65.5,3.96,0.0,Drizzle,None
2018-05-13 17:00:00,2530.0,56.8,0.0,0.0,Clouds,None
2018-09-22 21:00:00,2332.0,31.1,0.0,0.0,Mist,None
2018-02-15 07:00:00,3160.0,33.4,0.0,0.0,Clouds,None
2018-05-24 02:00:00,2664.0,46.1,0.0,0.0,Clear,None
2018-06-16 08:00:00,2444.0,62.8,0.0,0.43,Snow,None
2018-09-06 08:00:00,2804.0,31.3,0.0,4.61,Snow,None
2018-05-09 10:00:00,3018.0,45.9,2.16,0.0,Drizzle,None
2018-07-12 06:00:00,3055.0,58.2,0.0,0.0,Clear,None
2018-04-25 19:00:00,2666.0,53.4,0.0,0.0,Clouds,None
2018-10-07 14:00:00,2592.0,36.9,0.0,0.0,Clear,None
2018-11-17 17:00:00,3090.0,13.9,0.0,0.0,Fog,None
2018-03-01 14:00:00,2538.0,21.6,0.0,0.0,Clear,None
2018-05-06 06:00:00,2820.0,52.7,0.0,0.0,Clear,None
2018-08-11 12:00:00,2633.0,45.1,0.0,0.0,Clouds,None
2018-07-28 23:00:00,2331.0,56.9,0.0,0.0,Mist,None
2018-03-31 09:00:00,2615.0,39.8,0.0,0.0,Clear,None
2018-09-16 00:00:00,1913.0,44.0,4.34,0.0,Rain,None
2018-08-07 15:00:00,3253.0,50.6,0.0,0.0,Clear,None
2018-11-28 04:00:00,2614.0,9.3,0.0,0.0,Clouds,None
2018-11-09 13:00:00,2601.0,14.3,0.0,0.0,Clouds,None
2018-09-26 11:00:00,3247.0,29.2,0.0,0.0,Clouds,None
2018-10-03 23:00:00,2821.0,32.2,1.05,0.0,Rain,None
2018-03-14 09:00:00,2726.0,22.1,0.0,0.0,Clear,None
2018-02-14 00:00:00,2514.0,18.9,0.0,0.0,Clouds,None
2018-05-08 05:00:00,2240.0,49.3,0.7,0.0,Rain,None
2018-01-24 15:00:00,2859.0,17.2,0.0,0.0,Clear,None
2018-11-30 11:00:00,3015.0,14.0,0.0,0.0,Clouds,None
2018-09-07 22:00:00,2624.0,36.8,0.0,0.0,Clouds,None
2018-02-25 02:00:00,2404.0,17.3,0.0,0.0,Clear,None
2018-11-13 13:00:00,2945.0,12.6,0.0,0.0,Clear,None
2018-02-05 16:00:00,3044.0,20.0,0.0,0.0,Clear,None
2018-03-08 13:00:00,2592.0,49.4,0.0,0.0,Clear,None
2018-06-05 08:00:00,3567.0,65.8,0.0,0.0,Clear,None
2018-06-18 18:00:00,2404.0,55.2,5.89,0.0,Thunderstorm,None
2018-04-22 20:00:00,2354.0,41.6,0.0,0.0,Clear,None
2018-08-25 20:00:00,2851.0,35.6,0.0,0.0,Haze,None
2018-02-02 21:00:00,2303.0,21.8,0.0,0.0,Clouds,None
2018-11-20 23:00:00,2810.0,20.6,0.0,0.0,Clear,None
2018-12-24 00:00:00,2352.0,13.7,0.0,0.0,Clear,None
2018-05-01 06:00:00,3049.0,64.7,0.0,0.0,Clear,None
2018-08-17 01:00:00,2703.0,39.2,0.0,0.0,Haze,None
2018-08-30 20:00:00,2894.0,43.9,9.12,0.0,Rain,None
2018-02-20 22:00:00,2419.0,12.4,0.0,0.0,Clear,None
2018-03-25 16:00:00,2483.0,28.8,0.0,0.0,Clouds,None
2018-05-24 09:00:00,2938.0,52.5,0.0,0.0,Clouds,None
2018-02-04 12:00:00,2206.0,16.7,0.0,0.0,Clouds,None
2018-05-16 17:00:00,2521.0,58.3,0.0,0.78,Snow,None
2018-05-17 01:00:00,2407.0,55.2,0.0,0.0,Clear,None
2018-10-27 21:00:00,2808.0,10.5,0.0,0.0,Clear,None
2018-12-22 13:00:00,2533.0,-0.7,0.58,0.0,Drizzle,None
2018-01-31 23:00:00,2419.0,17.0,4.09,0.0,Rain,None
2018-04-22 00:00:00,2312.0,53.7,0.0,0.0,Clouds,None
2018-11-27 08:00:00,3307.0,9.4,0.0,0.0,Clouds,None
2018-04-29 15:00:00,2374.0,38.4,0.0,0.0,Clear,None
2018-11-06 16:00:00,3246.0,16.1,0.0,0.0,Clear,None
2018-06-30 11:00:00,2108.0,48.9,0.0,3.08,Snow,None
2018-03-22 08:00:00,2304.0,31.5,7.84,0.0,Thunderstorm,None
2018-01-05 10:00:00,2517.0,7.6,0.0,0.0,Clouds,None
2018-11-03 14:00:00,2425.0,16.5,0.0,0.0,Mist,None
2018-11-01 09:00:00,3181.0,24.4,0.0,0.0,Clouds,None
2018-11-09 07:00:00,2921.0,25.8,2.9,0.0,Rain,None
2018-05-05 15:00:00,2496.0,51.4,0.0,0.0,Clouds,None
2018-03-16 07:00:00,2861.0,32.2,0.0,0.0,Clear,None
2018-12-09 12:00:00,2453.0,,0.87,0.0,Drizzle,None
2018-04-19 06:00:00,2532.0,46.0,0.0,0.0,Clear,None
2018-01-12 22:00:00,2249.0,-1.2,0.0,0.0,Clouds,None
2018-05-30 04:00:00,1912.0,57.5,0.0,1.63,Snow,None
2018-02-24 01:00:00,2134.0,22.2,0.0,0.0,Clear,None
2018-06-14 12:00:00,2943.0,56.8,0.0,0.0,Clouds,None
2018-04-21 10:00:00,2672.0,46.8,0.0,0.0,Clear,None
2018-05-19 20:00:00,2808.0,52.3,0.0,0.0,Clear,None
2018-12-12 23:00:00,2558.0,19.4,0.0,0.0,Clouds,None
2018-09-02 06:00:00,2739.0,43.3,0.0,0.0,Clear,None
2018-12-24 18:00:00,3246.0,11.3,0.0,0.0,Clouds,None
2018-10-21 18:00:00,2999.0,21.2,0.0,0.0,Clear,None
2018-03-25 03:00:00,2195.0,52.4,0.0,0.0,Clouds,None
2018-09-14 19:00:00,2667.0,49.0,4.67,0.0,Rain,None
2018-06-03 13:00:00,2238.0,44.7,0.0,0.0,Clear,None
2018-08-31 12:00:00,2668.0,49.6,0.0,0.0,Clouds,None
2018-09-05 07:00:00,3371.0,35.9,0.0,0.0,,None
2018-07-22 07:00:00,2636.0,57.6,0.0,0.0,Clouds,None
2018-07-11 19:00:00,2747.0,57.9,0.0,0.0,Clouds,None
2018-03-03 19:00:00,2694.0,28.1,0.0,0.0,Clouds,None
2018-12-29 20:00:00,2513.0,9.6,0.0,0.0,Clear,None
2018-05-24 01:00:00,2222.0,63.8,2.81,0.0,Thunderstorm,None
2018-08-13 21:00:00,2789.0,48.6,0.0,0.0,Clear,None
2018-10-07 21:00:00,2751.0,27.9,0.0,0.0,Clouds,None
2018-07-04 18:00:00,3012.0,54.4,0.0,0.0,Clouds,Independence Day
2018-02-23 23:00:00,2372.0,28.8,0.0,0.0,Mist,None
2018-02-20 10:00:00,2722.0,22.0,2.39,0.0,Drizzle,None
2018-02-01 17:00:00,2560.0,17.3,6.59,0.0,Thunderstorm,None
2018-02-13 12:00:00,2609.0,24.1,0.0,0.0,Clear,None
2018-06-23 04:00:00,2413.0,57.4,0.0,0.0,Clear,None
2018-01-23 10:00:00,2727.0,13.5,0.0,0.0,Clouds,None
2018-12-06 01:00:00,2825.0,15.0,0.0,0.0,Clear,None
2018-07-16 03:00:00,3109.0,55.4,0.0,0.0,,None
2018-03-03 08:00:00,2600.0,21.8,0.0,0.0,Mist,None
2018-08-27 16:00:00,3099.0,49.1,0.0,0.0,Clouds,None
2018-08-30 09:00:00,3284.0,46.7,6.97,0.0,Rain,None
2018-04-01 06:00:00,2505.0,46.5,0.0,0.0,Clear,None
2018-08-05 12:00:00,2644.0,60.9,0.0,0.0,Mist,None
2018-04-22 12:00:00,2112.0,46.4,0.0,0.0,Clouds,None
2018-04-13 10:00:00,2363.0,46.4,0.0,2.15,Snow,None
2018-10-06 10:00:00,2970.0,15.4,0.0,0.0,Haze,None
2018-06-12 15:00:00,3154.0,,0.0,0.0,Mist,None
