date_time,traffic_volume,temp_f,rain_1h,snow_1h,clouds_all,weather_main,holiday
2018-01-05 18:00:00,4225,39.86724005540599,0.0,0.0,61,Clouds,None
2018-01-05 19:00:00,1564,63.02835433077834,0.3109368510561533,0.0,43,Clouds,None
2018-01-05 20:00:00,1973,51.594572916868216,0.15327037295849172,0.0,86,Drizzle,None
2018-01-05 21:00:00,3415,12.520203294661952,0.194701612187682,0.1426459881592943,38,Mist,None
2018-01-05 22:00:00,2655,33.816295822072874,0.0,0.0,17,Snow,None
2018-01-05 23:00:00,2813,74.67253540337671,0.2046592132521221,0.16615568026590335,66,Clouds,None
2018-01-07 00:00:00,3286,86.68595514495061,0.0,0.0,38,Clouds,Labor Day
2018-01-07 01:00:00,2264,59.48179424607609,0.23738992145344529,0.02730606325316352,42,Clouds,None
2018-01-07 02:00:00,2225,-15.758509186317617,0.031183076284107908,0.11917748323240579,50,Drizzle,None
2018-01-07 03:00:00,1921,59.956783979191215,0.04479050309437173,0.08712681930660018,100,Snow,None
2018-01-07 04:00:00,2825,17.751495913865902,0.0,0.4304659412991307,18,Mist,None
2018-01-07 05:00:00,1137,55.201795492975556,0.15061135982945445,0.04310022258325301,34,Rain,None
2018-01-07 06:00:00,1446,3.9614236823135793,0.0,0.09224068089636435,35,Rain,None
2018-01-07 07:00:00,4220,3.472032896509496,0.07992706339603363,0.02646617927759754,74,Clouds,Labor Day
2018-01-07 08:00:00,3109,22.054703269042104,0.10420308925552461,0.0,13,Clouds,None
2018-01-07 09:00:00,3323,28.60751742806615,0.0,0.0,17,Clouds,None
2018-01-07 10:00:00,3243,27.978120749377215,0.0,0.22429112995010436,0,Clear,None
2018-01-07 11:00:00,2862,43.340158117067006,0.0,0.33496793249741863,77,mist,None
2018-01-07 12:00:00,2607,53.8350570266408,0.023594062904815416,0.0,9,Clouds,None
2018-01-07 13:00:00,1862,19.835343490763282,0.090085801244327,0.07656945485901352,0,Mist,None
2018-01-07 14:00:00,1871,45.269269689804304,0.0,0.21315229082411483,32,Clouds,None
2018-01-07 15:00:00,1506,71.4660704933633,0.030617805449777557,0.0,27,Clear,None
2018-01-07 16:00:00,4832,17.90470139888525,0.10056747582195431,0.20933190780182903,33,Clear,None
2018-01-07 17:00:00,1325,-1.8077486469514743,0.15845593476527353,0.04934524131894981,36,Snow,None
2018-01-07 18:00:00,3666,29.231035811472783,0.024494540393255007,0.0,66,Clear,None
2018-01-07 19:00:00,3267,52.28491238501289,0.0,0.020413234677663705,56,Clouds,None
2018-01-07 20:00:00,2689,28.925404631846778,0.08608069465145805,0.0,75,Clouds,None
2018-01-07 21:00:00,2401,77.39077355019563,0.05925209068713838,0.0,30,Clouds,None
2018-01-07 22:00:00,2526,34.139648351499766,0.06786550960374287,0.0,60,Clouds,None
2018-01-07 23:00:00,1915,67.86247936872797,0.2283625475731979,0.0,4,Clouds,None
2018-01-09 00:00:00,2006,27.110279902611982,0.055134839522217885,0.1482484063818917,39,Clouds,None
2018-01-09 01:00:00,2016,27.096495458103067,0.0,0.2312513835308648,2,Mist,None
2018-01-09 02:00:00,1532,47.61106772008089,0.33211508715462523,0.0018510582218634886,61,Clear,None
2018-01-09 03:00:00,1651,42.661095239382945,0.12508466141904848,0.3103607620186667,33,Drizzle,None
2018-01-09 04:00:00,2468,49.106402411333974,0.0,0.0,24,Clouds,
2018-01-09 05:00:00,2898,32.9659506110282,0.0,0.0,77,Clouds,Independence Day
2018-01-09 06:00:00,2647,41.14485988135688,0.0,0.05484132951956998,40,Rain,None
2018-01-09 07:00:00,2187,19.37855487760793,0.2899363330508583,0.033032780036815486,53,Clouds,None
2018-01-09 08:00:00,4400,42.97340966466944,0.0,0.22026628694951464,50,Clouds,None
2018-01-09 09:00:00,2852,68.27079664373846,0.0,0.09417051975068214,56,Clear,None
2018-01-09 10:00:00,3219,7.730360783061687,0.0,0.0,41,Mist,None
2018-01-09 11:00:00,2229,41.23202467590937,0.22726879884524598,0.0,62,Clear,None
2018-01-09 12:00:00,2673,40.832830419536656,0.11675970863836699,0.027738820578412503,82,Clouds,Martin Luther King Jr Day
2018-01-09 13:00:00,2083,52.92705018779798,0.012754837579691501,0.17851048693512397,23,Clear,None
2018-01-09 14:00:00,2774,55.28867643463002,0.428581372101805,0.030869932308998434,55,Snow,None
2018-01-09 15:00:00,2411,46.51913337115487,0.0,0.08724577820689831,64,Clouds,None
2018-01-09 16:00:00,3058,61.67491045381902,0.3436148798571047,0.038551841234746496,9,Rain,New Years Day
2018-01-09 17:00:00,3867,87.72070398942714,0.0,0.17344501754588393,79,Mist,None
2018-01-09 18:00:00,3584,44.05110676994493,0.0,0.08888149538489244,91,Drizzle,Independence Day
2018-01-09 19:00:00,2825,97.92118253102618,0.09381321224824697,0.0,54,Clouds,None
2018-01-09 20:00:00,2099,64.3585586528239,0.16080313320265954,0.0,53,Rain,None
2018-01-09 21:00:00,2147,56.20467629116319,0.0,0.0,54,Clouds,None
2018-01-09 22:00:00,2272,27.9378594182743,0.07719197948076041,0.0,2,Rain,None
2018-01-09 23:00:00,2563,61.178989668578055,0.09138800517793363,0.10637625956118457,100,Clear,None
2018-01-11 00:00:00,1831,1.312832746269796,0.021928971182884262,0.22089148364705236,64,Clouds,None
2018-01-11 01:00:00,2239,65.96071463251555,0.0,0.04527810414459883,19,Clouds,None
2018-01-11 02:00:00,2240,29.58679409014923,0.0,0.0,29,Rain,None
2018-01-11 03:00:00,1995,55.97439768221598,0.12570525003967659,0.05909691667815613,66,Clouds,None
2018-01-11 04:00:00,2866,65.34716785256697,0.0,0.0,36,Clear,None
2018-01-11 05:00:00,3072,3.7356896039932557,0.11658672658819728,0.011081531203161278,54,Clouds,None
2018-01-11 06:00:00,2668,43.33411024440683,0.29132706793364854,0.013123590614870999,49,Rain,None
2018-01-11 07:00:00,3544,53.718715856064364,0.3735974139164528,0.0,21,Mist,None
2018-01-11 08:00:00,3128,37.42780460062905,0.21911869985676563,0.0,0,Drizzle,
2018-01-11 09:00:00,2117,47.0033946013007,0.05653073398564594,0.1574671899999867,0,Clouds,None
2018-01-11 10:00:00,2373,62.79373064280959,0.17384351238886953,0.14487480196259728,47,Clear,None
2018-01-11 11:00:00,2229,52.30132009878605,0.021805424719870365,0.0013587470920733806,100,Clouds,None
2018-01-11 12:00:00,2870,48.588550512445266,0.2326549808942413,0.03719061580907574,35,Clouds,None
2018-01-11 13:00:00,1930,15.57747133822233,0.3294917836133357,0.0468895326880715,90,Rain,None
2018-01-11 14:00:00,2286,25.40967285674456,0.13009120321074602,0.0,4,Clouds,None
2018-01-11 15:00:00,1447,23.8129076287487,0.0,0.16907965821552468,61,Clear,None
2018-01-11 16:00:00,3075,43.113252431486615,0.2304165767976437,0.0,0,clouds,None
2018-01-11 17:00:00,3173,58.56118188967011,0.47424608540850594,0.0,4,Drizzle,None
2018-01-11 18:00:00,4982,39.05942681833248,0.09361593945728265,0.3884788283146273,34,Mist,None
2018-01-11 19:00:00,2077,48.679999135862595,0.0,0.2057738571170656,44,Clear,None
2018-01-11 20:00:00,2407,9.639795035511247,0.13096400759637658,0.0,84,Clouds,None
2018-01-11 21:00:00,2011,69.9231742441033,0.0045658344575848706,0.11830366764437802,56,Clouds,None
2018-01-11 22:00:00,2028,49.93237500696624,0.0,0.20906365934599486,36,Clouds,None
2018-01-11 23:00:00,1315,64.94399378542965,0.14210852002891827,0.0,98,Clear,None
2018-01-13 00:00:00,2234,31.068443715344124,0.22321700566151903,0.0,34,Clouds,None
2018-01-13 01:00:00,2957,21.66931430545833,0.3771734220615456,0.10312200420353344,66,Clear,None
2018-01-13 02:00:00,1819,60.99063523523576,0.0,0.2998003662402046,100,Clouds,None
2018-01-13 03:00:00,3054,21.90986263645779,0.10107976479607178,0.0,30,Mist,None
2018-01-13 04:00:00,3122,47.354156662558395,0.3831925365680394,0.3525132095573307,56,Clear,None
2018-01-13 05:00:00,2101,70.71299137500871,0.0,0.10019080077052307,37,Rain,None
2018-01-13 06:00:00,1648,9.20987963290543,0.0,0.0,47,Clouds,
2018-01-13 07:00:00,3400,73.5993697492475,0.15776987924992386,0.0,75,Clouds,None
2018-01-13 08:00:00,4051,61.39335907514167,0.0,0.013551676089821822,48,Clouds,None
2018-01-13 09:00:00,4320,51.177577118209896,0.0,0.004072527404340789,34,Clear,None
2018-01-13 10:00:00,2401,25.000688894016918,0.0,0.16658785067545367,92,Snow,None
2018-01-13 11:00:00,1393,20.70064944490695,0.14466135578803857,0.21284191000970631,91,Clear,None
2018-01-13 12:00:00,2855,63.8760890971584,0.16839734649848973,0.0,51,Clear,None
2018-01-13 13:00:00,2405,96.15452102309031,0.0,0.02847251592797128,9,Clouds,None
2018-01-13 14:00:00,2876,73.85191952416248,0.10592621023509552,0.0002686646513840006,21,Rain,Martin Luther King Jr Day
2018-01-13 15:00:00,2971,23.52353917441646,0.0,0.0,39,Clear,None
2018-01-13 16:00:00,3865,-13.900952273424512,0.0663563350977237,0.0,52,Clouds,None
2018-01-13 17:00:00,4026,83.67070900252308,0.3571414175066138,0.0,72,Mist,None
2018-01-13 18:00:00,3571,12.198768967106336,0.30390117162519387,0.0,0,Clear,Washingtons Birthday
2018-01-13 19:00:00,1191,38.85013167642034,0.0,0.0,76,Rain,None
2018-01-13 20:00:00,2397,28.550588679878974,0.07020929009456033,0.0,100,Clouds,Memorial Day
2018-01-13 21:00:00,3861,48.41547252440812,0.0,0.019188107878307905,35,Clear,None
2018-01-13 22:00:00,1917,59.26452645689925,0.16587308774104448,0.0,5,Snow,None
2018-01-13 23:00:00,2932,54.076456012244165,0.0,0.41758526318008454,60,Clear,None
2018-01-15 00:00:00,2535,44.49484882458631,0.24059979581404006,0.007064205705506426,38,clear,Labor Day
2018-01-15 01:00:00,2775,35.17111116563343,0.22207926932802974,0.21247980046455534,27,Clear,State Fair
2018-01-15 02:00:00,2667,68.17040915479593,0.0,0.0,56,Mist,None
2018-01-15 03:00:00,3004,7.4006095002517975,0.11069464602640257,0.0,71,Rain,None
2018-01-15 04:00:00,1939,25.63651713041731,0.2903001403201661,0.2739041085262157,88,Clouds,None
2018-01-15 05:00:00,1851,72.50353356824164,0.0,0.0,38,Rain,None
2018-01-15 06:00:00,2580,87.48947410912973,0.1524382299742354,0.0,39,Clear,None
2018-01-15 07:00:00,1537,34.81449292259045,0.0,0.0,8,Clouds,None
2018-01-15 08:00:00,2231,47.85516593834376,0.13218639737655974,0.0,74,Drizzle,None
2018-01-15 09:00:00,2567,19.636597543083752,0.3873682233710624,0.0,42,Rain,None
2018-01-15 10:00:00,2490,13.41416364449585,0.0,0.0,70,Clear,None
2018-01-15 11:00:00,4033,58.383874026046215,0.0488145826758366,0.0,61,Mist,None
2018-01-15 12:00:00,2764,20.398517105029097,0.150050414278346,0.10814012769543724,41,Clouds,None
2018-01-15 13:00:00,2543,48.151059730899114,0.0,0.007349810593078524,31,Clouds,
2018-01-15 14:00:00,1545,31.406234143244962,0.0,0.0,46,Snow,None
2018-01-15 15:00:00,1871,95.70339056228596,0.0,0.04829728659585318,43,Snow,None
2018-01-15 16:00:00,2912,31.474387278519618,0.35028642498024176,0.07706739913796533,31,Mist,None
2018-01-15 17:00:00,3307,50.30712325890342,0.0,0.0,35,Mist,Labor Day
2018-01-15 18:00:00,3430,54.689258236582006,0.0,0.14986669991339446,13,Clear,None
2018-01-15 19:00:00,2734,109.70271723947832,0.0,0.0,66,Clouds,None
2018-01-15 20:00:00,2188,20.93054720600983,0.0,0.0,30,Clear,None
2018-01-15 21:00:00,2213,65.62210123842792,0.0,0.030842273280251756,0,Mist,None
2018-01-15 22:00:00,2923,63.47188622152966,0.0,0.0,66,Clouds,None
2018-01-15 23:00:00,2791,79.07903588710079,0.0,0.019242206192619224,8,Clouds,None
2018-01-17 00:00:00,1895,-6.677795076734633,0.0,0.28435754605438623,100,Rain,None
2018-01-17 01:00:00,1268,92.05002170774948,0.02312955018682683,0.0,99,Rain,None
2018-01-17 02:00:00,2417,72.57571633222925,0.0,0.003029415197784994,26,Clear,None
2018-01-17 03:00:00,2243,31.38968168181435,0.3786334257577419,0.0,44,Clouds,None
2018-01-17 04:00:00,3053,55.72727061931374,0.0,0.16589756895263622,19,Clouds,None
2018-01-17 05:00:00,1845,88.67526968569689,0.2915153409434101,0.028822388323425673,48,Clear,None
2018-01-17 06:00:00,2945,72.89758706799917,0.0,0.0,97,Clouds,None
2018-01-17 07:00:00,3804,36.059046580305804,0.0,0.0,35,Clouds,None
2018-01-17 08:00:00,3106,61.583902605575915,0.0,0.09682200112694261,55,Mist,None
2018-01-17 09:00:00,2904,33.98293873484879,0.0,0.09863797189167357,40,Clear,None
2018-01-17 10:00:00,2116,38.548066626967184,0.15386587595992224,0.0,64,Clouds,None
2018-01-17 11:00:00,2142,21.071564602750733,0.21912549578948282,0.0,28,Clear,Washingtons Birthday
2018-01-17 12:00:00,3894,33.758841143804524,0.0,0.0,35,Clouds,None
2018-01-17 13:00:00,1868,62.77164363141337,0.0,0.0,27,Clouds,None
2018-01-17 14:00:00,3524,59.1054246538839,0.0,0.16025264372572232,37,Clouds,None
2018-01-17 15:00:00,1600,48.839342367013366,0.26216286319132037,0.06755270214098816,67,Rain,None
2018-01-17 16:00:00,3478,43.991745011905586,0.0,0.0,72,Clear,None
2018-01-17 17:00:00,4545,8.37998238809621,0.5143205720992092,0.0032812626610792157,37,Clouds,Independence Day
2018-01-17 18:00:00,4015,75.34530536896656,0.0,0.0,58,Clouds,None
2018-01-17 19:00:00,1676,43.40141537609884,0.19154993648735252,0.0,80,Clear,State Fair
2018-01-17 20:00:00,2830,68.76298593834753,0.09137858436525874,0.033290321235434524,0,Clouds,None
2018-01-17 21:00:00,1950,44.984838853994766,0.0,0.10479369328959252,45,Rain,None
2018-01-17 22:00:00,3469,73.53837485894418,0.06404329240933268,0.06950219257067383,43,Clouds,None
2018-01-17 23:00:00,2169,46.636718326605305,0.15907960434770843,0.0,69,Drizzle,None
2018-01-19 00:00:00,3634,0.015393993123852923,0.37121456533551356,0.20239445100798947,65,Clouds,None
2018-01-19 01:00:00,1795,44.820303402867495,0.3418400868368142,0.16891472237752758,87,Clear,None
2018-01-19 02:00:00,2658,39.527691875610806,0.18850829284357307,0.0,0,Clear,None
2018-01-19 03:00:00,2548,73.19048165595025,0.09547046314138286,0.0,38,Rain,None
2018-01-19 04:00:00,2678,52.61765951446656,0.36884690008419024,0.0,84,Clear,None
2018-01-19 05:00:00,3079,6.8280532699425525,0.0,0.0,100,Clouds,None
2018-01-19 06:00:00,750,22.589037845781455,0.0,0.1696271849186809,40,Clear,None
2018-01-19 07:00:00,3603,49.689932546012486,0.27963325097332886,0.0,74,Clouds,None
2018-01-19 08:00:00,3011,85.49983668967073,0.0,0.21340497939995923,48,Clouds,None
2018-01-19 09:00:00,3687,50.272681837642985,0.0,0.1692670433864161,94,Clouds,Labor Day
2018-01-19 10:00:00,2263,-34.60844543242446,0.0,0.0,57,Clear,None
2018-01-19 11:00:00,2167,12.168165555420986,0.0,0.0,56,Clear,None
2018-01-19 12:00:00,1952,59.44674496909786,0.0,0.007904805726372614,15,Clouds,None
2018-01-19 13:00:00,983,47.83415798149463,0.0,0.32586539931484265,60,Clouds,None
2018-01-19 14:00:00,1950,35.68804601564511,0.0,0.04947746987533068,57,Clear,None
2018-01-19 15:00:00,2895,32.443403046568676,0.12705780919712983,0.3143169893061716,56,Mist,State Fair
2018-01-19 16:00:00,1932,50.33470793273871,0.0,0.07272359213493933,98,Mist,None
2018-01-19 17:00:00,3869,59.73674981046331,0.0,0.005545692519779039,79,Mist,None
2018-01-19 18:00:00,2430,80.45537245800875,0.12054458355281893,0.0010894637504787613,54,Clear,None
2018-01-19 19:00:00,1501,57.55053421563514,0.2803426129869555,0.08709406219564797,100,Snow,None
2018-01-19 20:00:00,1966,77.9716142317201,0.0536987818266425,0.0,54,Clouds,None
2018-01-19 21:00:00,1732,37.7905866704405,0.0,0.0,52,Clear,None
2018-01-19 22:00:00,2684,29.77692524849121,0.0,0.0,24,Clouds,None
2018-01-19 23:00:00,2088,23.791666736240728,0.12996258550216835,0.0,100,Rain,None
2018-01-21 00:00:00,-1,63.65610564298172,0.059299180854465096,0.07096369208662606,50,Clouds,Labor Day
2018-01-21 01:00:00,2603,59.87905532565781,0.28327413200448576,0.0,15,Clouds,None
2018-01-21 02:00:00,2605,63.00009999115037,0.3240589310027885,0.0,21,Clouds,None
2018-01-21 03:00:00,1964,59.9426476191892,0.20444832429824683,0.26983228554475286,55,Rain,None
2018-01-21 04:00:00,1975,68.42796269856383,0.0,0.0,41,Clear,None
2018-01-21 05:00:00,2624,33.26417140988437,0.03521717883331231,0.051431627995655205,20,Clear,None
2018-01-21 06:00:00,1790,58.899258203289186,0.0,0.1305416232878134,32,drizzle,None
2018-01-21 07:00:00,4195,65.39998733765187,0.0,0.03488366716335577,41,Clear,None
2018-01-21 08:00:00,2604,41.714887960196684,0.0,0.13995565178489347,23,Clouds,None
2018-01-21 09:00:00,4867,34.83059990157289,0.0,0.06384508757531757,100,Clear,None
2018-01-21 10:00:00,2746,66.45562132010637,0.41647649598922104,0.0,59,Mist,None
2018-01-21 11:00:00,1621,7.956322425048706,0.0,0.025721671010251586,0,Clouds,None
2018-01-21 12:00:00,2047,75.11026007570935,0.06984175837430506,0.0,36,Mist,None
2018-01-21 13:00:00,2837,78.22972901049877,0.0,0.22115330087503282,33,Clouds,None
2018-01-21 14:00:00,1413,59.319526261208885,0.19272268157327066,0.23821337006551221,23,Mist,None
2018-01-21 15:00:00,2599,69.17068344201813,0.21589209652565017,0.0953725396263888,39,Clear,None
2018-01-21 16:00:00,2751,45.199399115277785,0.0,0.0,25,Clouds,None
2018-01-21 17:00:00,2282,38.54867436506377,0.10402876701352187,0.0,43,Clear,None
2018-01-21 18:00:00,3993,18.934876915275282,0.0,0.0,71,Clear,None
2018-01-21 19:00:00,2514,8.177651048852711,0.0,0.0,32,Clouds,None
2018-01-21 20:00:00,2187,39.87739382384872,0.03301615235832485,0.15025446693283914,79,Snow,None
2018-01-21 21:00:00,2753,36.65064165869632,0.03818683956029992,0.21468942006218475,42,Clear,None
2018-01-21 22:00:00,2288,74.32518595665015,0.0,0.07902079792705619,34,clouds,None
2018-01-21 23:00:00,1594,30.485440838637636,0.03610623344873057,0.09963558339499073,51,Drizzle,None
2018-01-23 00:00:00,2896,61.233924008224335,0.0,0.2164059972108089,42,Clouds,None
2018-01-23 01:00:00,2529,52.16941437593858,0.0,0.0,17,Rain,None
2018-01-23 02:00:00,963,40.50960947017433,0.0,0.23856437802409922,0,Clouds,None
2018-01-23 03:00:00,1313,36.68327215454051,0.1392818248574944,0.0,41,Drizzle,
2018-01-23 04:00:00,2482,17.64913942998462,0.19051378415866743,0.10762459979995323,100,Mist,None
2018-01-23 05:00:00,1879,106.1673291262181,0.0625758472763478,0.0,48,Clouds,None
2018-01-23 06:00:00,2658,35.929258789674286,0.0,0.0,31,Clouds,None
2018-01-23 07:00:00,2954,28.635560121891267,0.3905756765322731,0.20680855501220152,66,Clear,None
2018-01-23 08:00:00,2500,17.18838028605577,0.0,0.36080510894971124,53,Snow,None
2018-01-23 09:00:00,2654,76.00948883294326,0.14405765116066926,0.26986447370915356,56,Clear,Memorial Day
2018-01-23 10:00:00,2411,56.422583659068025,0.1607291275372721,0.23232017175569591,60,Clear,None
2018-01-23 11:00:00,2434,37.719147701814926,0.44568828493668344,0.07790026460578857,58,Rain,None
2018-01-23 12:00:00,3951,71.18194377982846,0.0,0.0,34,Clear,None
2018-01-23 13:00:00,2226,64.65699747155683,0.49727776275494245,0.0,13,Clouds,None
2018-01-23 14:00:00,1689,92.41189212913586,0.0,0.0,59,Clouds,None
2018-01-23 15:00:00,2536,54.11001459736057,0.0,0.0,93,Rain,None
2018-01-23 16:00:00,3292,26.336441932604863,0.24897604787565436,0.027358606556004306,56,Clear,
2018-01-23 17:00:00,3967,62.45039684186811,0.0,0.36889343442367556,68,clear,None
2018-01-23 18:00:00,4575,67.83614426507644,0.0,0.0,96,Clouds,None
2018-01-23 19:00:00,2589,82.94810942490784,0.0,0.0,41,Clouds,None
2018-01-23 20:00:00,2229,48.353240940017564,0.010770511741090769,0.0,80,Clouds,None
2018-01-23 21:00:00,2603,39.44890273238031,0.0,0.013940713848338282,31,Clouds,None
2018-01-23 22:00:00,2784,64.34143100716143,0.0,0.04609184528646273,46,Clouds,None
2018-01-23 23:00:00,1259,35.887706248186944,0.0,0.21776385133515352,95,Rain,None
2018-01-25 00:00:00,2639,22.962929981722777,0.0,0.01972710342382241,12,Clear,None
2018-01-25 01:00:00,2578,56.24980065266976,0.32744357886582665,0.0,83,Rain,New Years Day
2018-01-25 02:00:00,2199,1.9388053245913106,0.0,0.08483416403637264,51,Clear,None
2018-01-25 03:00:00,2345,43.514589141779254,0.0,0.18617741866275356,38,Snow,None
2018-01-25 04:00:00,3039,50.03829476721205,0.0,0.0,14,Clear,None
2018-01-25 05:00:00,2186,36.493497384210336,0.22127261183231428,0.0,61,Clouds,Martin Luther King Jr Day
2018-01-25 06:00:00,2682,59.5774694539282,0.0,0.237481593322283,49,Clear,None
2018-01-25 07:00:00,3871,80.70716521765047,0.0,0.0,42,Mist,None
2018-01-25 08:00:00,2248,51.50379829564022,0.0,0.0,100,Clear,None
2018-01-25 09:00:00,2980,80.24780601607237,0.0,0.0,60,Clear,None
2018-01-25 10:00:00,2503,69.5382843345344,0.0,0.0,36,Clouds,None
2018-01-25 11:00:00,3066,53.452472654266,0.23065506894330778,0.0,49,Clouds,None
