year,gender,name,occurrences
1916,F,Jessica,1315.0
1916,F,Emily,8291.0
1916,F,Emma,897.0
1917,M,James,76408.0
1917,M,Robert,33711.0
1917,M,John,39876.0
1917,M,Michael,1781.0
1917,M,David,12585.0
1917,M,William,8800.0
1917,M,Richard,8180.0
1917,M,Joseph,7544.0
1917,M,Thomas,7833.0
1917,M,Charles,
1917,M,Jacob,1887.0
1917,M,Christopher,6025.0
1917,M,Joshua,10108.0
1917,M,Jason,9024.0
1917,M,Daniel,9428.0
1917,F,Mary,83613.0
1917,F,Linda,1177.0
1917,F,Susan,6623.0
1917,F,Barbara,11094.0
1917,F,Patricia,12656.0
1917,F,Deborah,6015.0
1917,F,Debra,10244.0
1917,F,Betty,4741.0
1917,F,Dorothy,11646.0
1917,F,Lisa,12686.0
1917,F,Jennifer,1700.0
1917,F,Ashley,1655.0
1917,F,Jessica,1724.0
1917,F,Emily,13236.0
1917,F,Emma,1061.0
1918,M,James,97022.0
1918,M,Robert,69861.0
1918,M,John,44623.0
1918,M,Michael,1223.0
1918,M,David,13255.0
1918,M,William,14734.0
1918,M,Richard,10754.0
1918,M,Joseph,13609.0
1918,M,Thomas,5939.0
1918,M,Charles,8769.0
1918,M,Jacob,1210.0
1918,M,Christopher,9904.0
1918,M,Joshua,13127.0
1918,M,Jason,6900.0
1918,M,Daniel,8052.0
1918,F,Mary,57780.0
1918,F,Linda,1414.0
1918,F,Susan,14435.0
1918,F,Barbara,9521.0
1918,F,Patricia,5428.0
1918,F,Deborah,14353.0
1918,F,Debra,14115.0
1918,F,Betty,8008.0
1918,F,Dorothy,7468.0
1918,Female,Lisa,5135.0
1918,F,Jennifer,2247.0
1918,F,Ashley,1752.0
1918,F,Jessica,638.0
1918,F,Emily,12443.0
1918,F,Emma,1321.0
1919,M,James,88065.0
1919,M,Robert,87726.0
1919,M,John,73943.0
1919,M,Michael,1143.0
1919,M,David,7461.0
1919,M,William,12830.0
1919,M,Richard,15097.0
1919,M,Joseph,14887.0
1919,M,Thomas,8378.0
1919,M,Charles,12550.0
1919,M,Jacob,1738.0
1919,M,Christopher,11583.0
1919,Male,Joshua,16476.0
1919,M,Jason,11995.0
1919,M,Daniel,4707.0
1919,F,Mary,97582.0
1919,F,Linda,3852.0
1919,F,Susan,11442.0
1919,F,Barbara,7342.0
1919,F,Patricia,13652.0
1919,F,Deborah,12965.0
1919,F,Debra,6010.0
1919,F,Betty,
1919,F,Dorothy,8851.0
1919,F,Lisa,6061.0
1919,F,Jennifer,2511.0
1919,F,Ashley,1325.0
1919,F,Jessica,1156.0
1919,F,Emily,10831.0
1919,F,Emma,1444.0
1920,M,James,119901.0
1920,M,Robert,92391.0
1920,M,John,49526.0
1920,M,Michael,1406.0
1920,M,David,
1920,M,William,
1920,M,Richard,17364.0
1920,M,Joseph,11833.0
1920,M,Thomas,11040.0
1920,M,Charles,6559.0
1920,M,Jacob,705.0
1920,M,CHRISTOPHER,
1920,M,Joshua,14207.0
1920,M,Jason,5909.0
1920,M,Daniel,7661.0
1920,F,MARY,70141.0
1920,F,Linda,3444.0
1920,F,Susan,14748.0
1920,F,Barbara,13717.0
1920,F,Patricia,17371.0
1920,F,Deborah,13716.0
1920,F,Debra,11246.0
1920,F,Betty,5996.0
1920,F,Dorothy,17291.0
1920,F,Lisa,4923.0
1920,F,Jennifer,4123.0
1920,F,Ashley,1896.0
1920,F,Jessica,770.0
1920,F,Emily,18140.0
1920,F,Emma,456.0
1921,M,James,85950.0
1921,M,Robert,44999.0
1921,M,John,67680.0
1921,M,Michael,2880.0
1921,M,David,21104.0
1921,M,William,8794.0
1921,M,Richard,21104.0
1921,M,Joseph,18476.0
1921,Male,Thomas,16091.0
1921,M,Charles,19847.0
1921,M,Jacob,372.0
1921,M,Christopher,7495.0
1921,M,JOSHUA,14025.0
1921,M,Jason,20648.0
1921,M,Daniel,16025.0
1921,F,Mary,77080.0
1921,F,Linda,2811.0
1921,F,Susan,10316.0
1921,F,Barbara,11633.0
1921,F,Patricia,17832.0
1921,F,Deborah,20591.0
1921,F,Debra,16924.0
1921,F,Betty,9681.0
1921,F,Dorothy,8802.0
1921,F,Lisa,16826.0
1921,F,Jennifer,1651.0
1921,F,Ashley,1391.0
1921,F,Jessica,948.0
1921,F,Emily,13118.0
1921,F,EMMA,879.0
1922,M,James,63786.0
1922,M,Robert,97798.0
1922,M,John,100370.0
1922,M,Michael,3873.0
1922,M,David,16274.0
1922,M,William,
1922,M,Richard,14807.0
1922,M,Joseph,19598.0
1922,M,THOMAS,18666.0
1922,M,Charles,14668.0
1922,M,Jacob,1069.0
1922,M,Christopher,9149.0
1922,M,Joshua,11320.0
1922,M,Jason,23958.0
1922,M,Daniel,18885.0
1922,F,Mary,65440.0
1922,F,Linda,3057.0
1922,F,Susan,7542.0
1922,F,Barbara,22831.0
1922,F,Patricia,18757.0
1922,F,Deborah,16104.0
1922,F,Debra,16812.0
1922,F,Betty,18095.0
1922,F,Dorothy,21880.0
1922,F,Lisa,9698.0
1922,F,Jennifer,3150.0
1922,F,Ashley,1243.0
1922,F,Jessica,1405.0
1922,F,Emily,22173.0
1922,F,Emma,1302.0
1923,M,James,91959.0
1923,M,Robert,36503.0
1923,M,John,72201.0
1923,M,Michael,2252.0
1923,M,David,17261.0
1923,M,William,23113.0
1923,M,Richard,10733.0
1923,M,Joseph,18590.0
1923,M,Thomas,17520.0
1923,Male,Charles,12510.0
1923,M,Jacob,831.0
1923,M,Christopher,24776.0
1923,M,Joshua,21491.0
1923,M,Jason,24315.0
1923,M,Daniel,24945.0
1923,F,Mary,85492.0
1923,F,Linda,2474.0
1923,F,Susan,
1923,F,Barbara,15742.0
1923,F,Patricia,10279.0
1923,F,Deborah,16624.0
1923,F,Debra,12250.0
1923,F,Betty,8274.0
1923,F,Dorothy,10922.0
1923,F,Lisa,21170.0
1923,F,Jennifer,2998.0
1923,F,Ashley,1198.0
1923,F,Jessica,470.0
1923,F,Emily,21455.0
1923,F,Emma,1858.0
1924,M,James,43485.0
1924,M,Robert,72331.0
1924,M,John,92450.0
1924,M,Michael,4817.0
1924,M,David,15204.0
1924,M,William,25548.0
1924,M,RICHARD,25614.0
1924,M,Joseph,15717.0
1924,M,Thomas,18388.0
1924,M,CHARLES,24891.0
1924,M,Jacob,1831.0
1924,M,Christopher,8876.0
1924,M,Joshua,17916.0
1924,M,Jason,9926.0
1924,M,Daniel,16847.0
1924,F,Mary,60801.0
1924,F,Linda,4987.0
1924,F,Susan,8857.0
1924,F,Barbara,24521.0
1924,F,Patricia,24915.0
1924,F,Deborah,12464.0
1924,F,Debra,11530.0
1924,F,Betty,18930.0
1924,F,Dorothy,16408.0
1924,F,Lisa,19552.0
1924,F,Jennifer,4332.0
1924,F,Ashley,1152.0
1924,F,Jessica,1174.0
1924,F,Emily,22121.0
1924,F,Emma,1580.0
1925,M,James,53501.0
1925,M,Robert,56701.0
1925,M,John,57901.0
1925,Male,Michael,4790.0
1925,Male,DAVID,25635.0
1925,M,William,23124.0
1925,Male,RICHARD,18026.0
1925,M,Joseph,22717.0
1925,M,Thomas,11091.0
1925,M,Charles,22465.0
1925,M,Jacob,693.0
1925,M,Christopher,27367.0
1925,M,Joshua,23912.0
1925,M,Jason,20347.0
1925,M,Daniel,11608.0
1925,F,Mary,89371.0
1925,F,Linda,6731.0
1925,F,Susan,24071.0
1925,F,Barbara,21410.0
1925,F,Patricia,30249.0
1925,F,Deborah,23900.0
1925,F,Debra,19760.0
1925,F,Betty,22549.0
1925,F,Dorothy,17318.0
1925,F,Lisa,11996.0
1925,F,Jennifer,6368.0
1925,F,Ashley,1907.0
1925,F,JESSICA,1723.0
1925,Female,Emily,24770.0
1925,F,Emma,1194.0
1926,M,James,45325.0
1926,M,Robert,50056.0
1926,M,John,40909.0
1926,M,Michael,5906.0
1926,M,David,9967.0
1926,M,William,29293.0
1926,M,Richard,14078.0
1926,M,Joseph,27900.0
1926,M,Thomas,10752.0
1926,M,Charles,16625.0
1926,M,Jacob,1223.0
1926,M,Christopher,19053.0
1926,M,Joshua,24579.0
1926,M,Jason,13503.0
1926,M,Daniel,24262.0
1926,F,Mary,78328.0
1926,F,Linda,3018.0
1926,F,Susan,23469.0
1926,F,Barbara,25982.0
1926,F,Patricia,
1926,F,Deborah,31218.0
1926,F,Debra,29129.0
1926,F,Betty,28667.0
1926,F,Dorothy,18452.0
1926,F,Lisa,23569.0
1926,F,Jennifer,
1926,F,Ashley,840.0
1926,F,JESSICA,1503.0
1926,Female,Emily,13311.0
1926,F,Emma,1611.0
1927,M,James,81458.0
1927,M,Robert,66808.0
1927,Male,John,30871.0
1927,M,Michael,4509.0
1927,M,David,
1927,M,William,21161.0
1927,M,Richard,14174.0
1927,M,Joseph,18221.0
1927,M,Thomas,28469.0
1927,M,Charles,35190.0
1927,M,Jacob,1837.0
1927,M,Christopher,13200.0
1927,M,Joshua,32664.0
1927,M,Jason,15107.0
1927,Male,Daniel,12695.0
1927,F,Mary,68370.0
1927,F,Linda,5227.0
1927,F,Susan,15613.0
1927,F,Barbara,12363.0
1927,F,Patricia,10473.0
1927,F,Deborah,37265.0
1927,F,Debra,35084.0
1927,F,Betty,34893.0
1927,F,Dorothy,13743.0
1927,F,Lisa,18631.0
1927,F,Jennifer,3777.0
1927,F,Ashley,582.0
1927,F,Jessica,1007.0
1927,F,Emily,33618.0
1927,F,Emma,1764.0
1928,M,James,97156.0
1928,M,Robert,107059.0
1928,M,John,79410.0
1928,M,Michael,5787.0
1928,M,David,30625.0
1928,M,William,34226.0
1928,M,Richard,16077.0
1928,M,Joseph,23766.0
1928,M,Thomas,15848.0
1928,M,Charles,36117.0
1928,M,Jacob,1357.0
1928,M,Christopher,32987.0
1928,M,Joshua,22256.0
1928,M,Jason,27933.0
1928,M,Daniel,37096.0
1928,F,Mary,41468.0
1928,F,Linda,7672.0
1928,F,Susan,36718.0
1928,F,Barbara,31795.0
1928,F,Patricia,25443.0
1928,F,Deborah,16347.0
1928,F,Debra,32397.0
1928,F,Betty,38629.0
1928,F,Dorothy,29069.0
1928,F,Lisa,16812.0
1928,F,Jennifer,7663.0
1928,F,Ashley,1681.0
1928,F,Jessica,1775.0
1928,F,Emily,25559.0
1928,F,Emma,1855.0
1929,M,James,99667.0
1929,M,Robert,35188.0
1929,M,John,43746.0
1929,M,Michael,7242.0
1929,M,David,21416.0
1929,M,William,21124.0
1929,M,Richard,19448.0
1929,M,Joseph,34832.0
1929,M,Thomas,14537.0
1929,M,Charles,28285.0
1929,M,Jacob,1376.0
1929,M,Christopher,27492.0
1929,M,Joshua,16365.0
1929,M,Jason,33943.0
1929,M,Daniel,22805.0
1929,F,Mary,34056.0
1929,F,Linda,4642.0
1929,F,Susan,21893.0
1929,F,Barbara,17151.0
1929,F,Patricia,40976.0
1929,F,Deborah,34573.0
1929,F,Debra,19350.0
1929,F,Betty,39464.0
1929,F,Dorothy,43410.0
1929,F,Lisa,
1929,F,Jennifer,8334.0
1929,F,Ashley,594.0
1929,F,Jessica,1846.0
1929,F,Emily,27238.0
1929,F,Emma,1065.0
1930,M,James,57270.0
1930,M,Robert,55483.0
1930,M,John,63343.0
1930,M,Michael,6489.0
1930,M,David,31903.0
1930,M,William,36046.0
1930,M,Richard,27795.0
1930,M,Joseph,27129.0
1930,M,Thomas,39461.0
1930,M,CHARLES,13727.0
1930,M,Jacob,1301.0
1930,M,Christopher,41199.0
1930,M,Joshua,25178.0
1930,Male,Jason,41161.0
1930,M,Daniel,22523.0
1930,F,Mary,40650.0
1930,F,Linda,5293.0
1930,F,Susan,35232.0
1930,F,Barbara,40379.0
1930,F,Patricia,44885.0
1930,F,Deborah,26228.0
1930,F,Debra,
1930,F,Betty,41750.0
1930,F,Dorothy,15055.0
1930,F,Lisa,33188.0
1930,F,Jennifer,5163.0
1930,F,Ashley,1339.0
1930,F,Jessica,
1930,F,Emily,22573.0
1930,F,Emma,1124.0
1931,M,James,50630.0
1931,M,Robert,26515.0
1931,M,John,54381.0
1931,M,Michael,9361.0
1931,M,David,26344.0
1931,M,William,27923.0
1931,Male,Richard,20236.0
1931,M,Joseph,33442.0
1931,M,Thomas,49459.0
1931,M,Charles,33703.0
1931,M,Jacob,649.0
1931,M,Christopher,45350.0
1931,M,Joshua,32054.0
1931,M,Jason,20885.0
1931,M,Daniel,24090.0
1931,Female,Mary,32700.0
1931,F,Linda,3283.0
1931,F,Susan,
1931,F,Barbara,47051.0
1931,F,Patricia,49830.0
1931,F,Deborah,49840.0
1931,F,DEBRA,46676.0
1931,F,Betty,49006.0
1931,F,Dorothy,19709.0
1931,F,LISA,21346.0
1931,F,Jennifer,7432.0
1931,Female,Ashley,677.0
1931,F,Jessica,975.0
1931,F,Emily,19076.0
1931,F,Emma,1763.0
1932,M,James,96407.0
1932,M,Robert,43872.0
1932,M,John,26377.0
1932,M,Michael,7724.0
1932,M,David,18934.0
1932,M,William,17807.0
1932,Male,Richard,50303.0
1932,M,Joseph,46018.0
1932,M,Thomas,34772.0
1932,M,Charles,23595.0
1932,M,Jacob,1169.0
1932,Male,Christopher,17085.0
1932,M,Joshua,43712.0
1932,M,Jason,23561.0
1932,M,Daniel,30324.0
1932,Female,Mary,61301.0
1932,F,Linda,8297.0
1932,F,Susan,53275.0
1932,F,Barbara,33592.0
1932,F,Patricia,29296.0
1932,F,Deborah,23059.0
1932,F,Debra,46365.0
1932,F,Betty,36669.0
1932,F,Dorothy,43217.0
1932,F,Lisa,25119.0
1932,F,Jennifer,5603.0
1932,Female,Ashley,1507.0
1932,F,Jessica,899.0
1932,F,Emily,40968.0
1932,F,Emma,698.0
1933,M,James,35990.0
1933,M,Robert,30261.0
1933,M,John,79901.0
1933,M,Michael,11999.0
1933,M,David,32370.0
1933,Male,William,50532.0
1933,M,Richard,41235.0
1933,M,Joseph,33645.0
1933,M,Thomas,45646.0
1933,M,Charles,43860.0
1933,M,Jacob,1802.0
1933,M,Christopher,57690.0
1933,M,Joshua,27124.0
1933,M,Jason,47949.0
1933,M,Daniel,29457.0
1933,F,Mary,23919.0
1933,F,Linda,8842.0
1933,F,Susan,49604.0
1933,F,Barbara,52677.0
1933,F,Patricia,50817.0
1933,F,Deborah,48754.0
1933,F,Debra,26627.0
1933,F,Betty,42556.0
1933,F,DOROTHY,55710.0
1933,F,Lisa,50245.0
1933,F,Jennifer,15691.0
1933,F,Ashley,1309.0
1933,F,Jessica,230.0
1933,F,Emily,45290.0
1933,F,Emma,1324.0
1934,M,James,40260.0
1934,M,Robert,59141.0
1934,M,John,69161.0
1934,M,Michael,14216.0
1934,M,David,43937.0
1934,M,William,28894.0
1934,M,Richard,55411.0
1934,M,Joseph,38738.0
1934,M,Thomas,51096.0
1934,M,Charles,35327.0
1934,M,Jacob,1388.0
1934,M,Christopher,18936.0
1934,M,Joshua,29345.0
1934,M,JASON,53956.0
1934,M,Daniel,36592.0
1934,F,Mary,75742.0
1934,F,Linda,8993.0
1934,F,Susan,56089.0
1934,F,Barbara,26876.0
1934,F,Patricia,57777.0
1934,Female,Deborah,19301.0
1934,F,Debra,46664.0
1934,Female,Betty,36440.0
1934,Female,Dorothy,35811.0
1934,F,Lisa,36877.0
1934,F,Jennifer,12778.0
1934,F,Ashley,1217.0
1934,F,Jessica,446.0
1934,F,Emily,49897.0
1934,F,Emma,295.0
1935,M,James,84682.0
1935,M,Robert,47961.0
1935,M,John,48674.0
1935,M,Michael,9272.0
1935,M,David,25205.0
1935,M,William,45163.0
1935,M,Richard,50424.0
1935,M,Joseph,58457.0
1935,M,Thomas,60442.0
1935,M,Charles,25333.0
1935,M,Jacob,2017.0
1935,M,Christopher,58993.0
1935,M,Joshua,49453.0
1935,M,Jason,58713.0
1935,M,Daniel,48624.0
1935,F,Mary,38039.0
1935,F,Linda,16860.0
1935,F,Susan,24454.0
1935,F,Barbara,52252.0
1935,Female,Patricia,53035.0
1935,F,Deborah,57787.0
1935,F,Debra,45990.0
1935,F,Betty,41884.0
1935,F,Dorothy,50248.0
1935,F,Lisa,30453.0
1935,F,Jennifer,6313.0
1935,F,Ashley,1111.0
1935,F,Jessica,1654.0
1935,F,Emily,29758.0
1935,F,Emma,1735.0
1936,M,James,80890.0
1936,M,Robert,58641.0
1936,M,John,58978.0
1936,M,Michael,8180.0
1936,M,David,19338.0
1936,M,William,55685.0
1936,M,Richard,55400.0
1936,M,Joseph,51341.0
1936,M,Thomas,44493.0
1936,M,Charles,42278.0
1936,M,Jacob,826.0
1936,M,Christopher,35355.0
1936,M,Joshua,69142.0
1936,M,Jason,20987.0
1936,M,Daniel,43731.0
1936,F,Mary,26224.0
1936,F,Linda,9823.0
1936,F,Susan,26568.0
1936,F,Barbara,30924.0
1936,F,Patricia,37078.0
1936,F,Deborah,35947.0
1936,F,Debra,47499.0
1936,F,Betty,62300.0
1936,F,Dorothy,56322.0
1936,F,Lisa,44747.0
1936,F,Jennifer,16529.0
1936,F,Ashley,362.0
1936,F,Jessica,466.0
1936,F,Emily,64781.0
1936,F,Emma,1197.0
1937,M,James,30314.0
1937,M,Robert,23881.0
1937,M,John,74552.0
1937,M,Michael,8860.0
1937,M,David,58675.0
1937,M,William,39735.0
1937,M,Richard,53191.0
1937,M,Joseph,69504.0
1937,M,Thomas,53395.0
1937,M,Charles,56743.0
1937,M,Jacob,389.0
1937,M,Christopher,20447.0
1937,M,Joshua,72076.0
1937,M,Jason,55230.0
1937,M,Daniel,47856.0
1937,F,Mary,51769.0
1937,F,Linda,11131.0
1937,F,Susan,49567.0
1937,F,Barbara,66987.0
1937,F,Patricia,30959.0
1937,F,Deborah,38673.0
1937,F,Debra,40931.0
1937,F,Betty,47213.0
1937,F,Dorothy,23801.0
1937,F,Lisa,22475.0
1937,F,Jennifer,14271.0
1937,F,Ashley,1168.0
1937,F,Jessica,
1937,F,Emily,42908.0
1937,F,Emma,1352.0
1938,M,James,20168.0
1938,M,Robert,48207.0
1938,M,John,36050.0
1938,M,Michael,20342.0
1938,M,David,32495.0
1938,M,William,25569.0
1938,M,Richard,40277.0
1938,M,Joseph,57341.0
1938,M,Thomas,30443.0
1938,M,Charles,74194.0
1938,Male,Jacob,718.0
1938,M,Christopher,29771.0
1938,M,Joshua,26057.0
1938,M,Jason,24433.0
1938,M,Daniel,22617.0
1938,F,Mary,32726.0
1938,F,Linda,15385.0
1938,F,Susan,66977.0
1938,F,Barbara,70426.0
1938,F,Patricia,25416.0
1938,F,Deborah,50411.0
1938,F,Debra,70706.0
1938,F,Betty,56916.0
1938,F,Dorothy,68202.0
1938,F,Lisa,42025.0
1938,F,Jennifer,11925.0
1938,F,Ashley,959.0
1938,F,Jessica,731.0
1938,F,Emily,60447.0
1938,F,Emma,1173.0
1939,M,James,46318.0
1939,M,Robert,24258.0
1939,M,John,19430.0
1939,M,Michael,20824.0
1939,M,David,23272.0
1939,M,William,69369.0
1939,M,Richard,63350.0
1939,M,Joseph,33235.0
1939,M,Thomas,68411.0
1939,M,Charles,30131.0
1939,M,Jacob,1252.0
1939,M,Christopher,33677.0
1939,M,Joshua,47468.0
1939,M,Jason,80982.0
1939,M,Daniel,42852.0
1939,F,Mary,38614.0
1939,F,Linda,9147.0
1939,F,Susan,81118.0
1939,F,Barbara,41579.0
1939,F,Patricia,35380.0
1939,F,Deborah,30428.0
1939,F,Debra,29997.0
1939,F,Betty,50176.0
1939,F,Dorothy,33735.0
1939,F,Lisa,42462.0
1939,F,Jennifer,13914.0
1939,F,Ashley,962.0
1939,F,Jessica,1382.0
1939,F,Emily,38247.0
1939,F,Emma,611.0
1940,M,James,23808.0
1940,M,ROBERT,29525.0
1940,M,John,18683.0
1940,M,Michael,28517.0
1940,M,David,49856.0
1940,M,William,42356.0
1940,M,Richard,53797.0
1940,M,Joseph,
1940,M,Thomas,33745.0
1940,M,Charles,63070.0
1940,M,Jacob,950.0
1940,M,Christopher,60924.0
1940,M,Joshua,28868.0
1940,M,Jason,73864.0
1940,M,Daniel,55788.0
1940,F,Mary,55530.0
1940,F,Linda,11405.0
1940,F,Susan,64746.0
1940,F,Barbara,79814.0
1940,F,Patricia,53184.0
1940,F,Deborah,
1940,F,Debra,29177.0
1940,F,Betty,58796.0
1940,F,Dorothy,79404.0
1940,F,Lisa,25506.0
1940,F,Jennifer,9355.0
1940,F,ASHLEY,1366.0
1940,F,Jessica,1332.0
1940,F,Emily,84163.0
1940,F,Emma,402.0
1941,M,JAMES,47143.0
1941,M,Robert,17703.0
1941,M,John,53098.0
1941,M,Michael,25228.0
1941,M,David,81116.0
1941,M,William,34702.0
1941,M,Richard,33171.0
1941,M,Joseph,50241.0
1941,M,Thomas,44488.0
1941,M,Charles,65729.0
1941,M,Jacob,1378.0
1941,M,Christopher,48841.0
1941,M,Joshua,30101.0
1941,M,Jason,53380.0
1941,M,Daniel,65756.0
1941,F,Mary,15944.0
1941,F,Linda,23392.0
1941,F,Susan,53006.0
1941,F,Barbara,47210.0
1941,F,PATRICIA,42218.0
1941,F,Deborah,79751.0
1941,F,Debra,53459.0
1941,F,Betty,28437.0
1941,F,Dorothy,47908.0
1941,F,Lisa,45890.0
1941,F,Jennifer,20921.0
1941,F,Ashley,498.0
1941,F,Jessica,2095.0
1941,F,Emily,42808.0
1941,F,Emma,1151.0
1942,M,James,54545.0
1942,M,Robert,29216.0
1942,M,John,49059.0
1942,M,Michael,
1942,M,David,80064.0
1942,M,William,54824.0
1942,M,Richard,70960.0
1942,M,Joseph,43397.0
1942,M,Thomas,50564.0
1942,M,Charles,54175.0
1942,M,Jacob,885.0
1942,M,Christopher,57504.0
1942,M,Joshua,37932.0
1942,M,Jason,24750.0
1942,M,Daniel,85261.0
1942,F,MARY,40921.0
1942,F,Linda,23873.0
1942,F,Susan,85470.0
1942,F,Barbara,32636.0
1942,F,Patricia,58723.0
1942,F,DEBORAH,30938.0
1942,F,Debra,34334.0
1942,Female,Betty,64747.0
1942,F,Dorothy,91003.0
1942,F,LISA,44012.0
